,n,die,end,kind,start
0,0,3,3,B,0
1,0,1,14,L,3
2,0,1,15,B,14
3,0,6,42,L,15
4,0,6,48,B,42
5,0,5,53,B,48
6,0,6,59,B,53
7,0,1,60,B,59
8,0,3,63,B,60
9,0,1,60,S,63
10,0,3,63,B,60
11,0,4,67,B,63
12,0,6,73,B,67
13,0,4,77,B,73
14,0,3,100,L,77
0,1,4,14,L,0
1,1,6,20,B,14
2,1,1,42,L,20
3,1,3,45,B,42
4,1,1,46,B,45
5,1,6,52,B,46
6,1,1,53,B,52
7,1,1,54,B,53
8,1,4,58,B,54
9,1,6,60,S,58
10,1,5,65,B,60
11,1,3,68,B,65
12,1,6,74,B,68
13,1,6,100,L,74
0,2,5,5,B,0
1,2,3,8,B,5
2,2,5,13,B,8
3,2,4,17,B,13
4,2,2,19,B,17
5,2,5,24,B,19
6,2,1,25,B,24
7,2,4,29,B,25
8,2,1,30,B,29
9,2,4,34,B,30
10,2,5,39,B,34
11,2,4,43,B,39
12,2,6,11,S,43
13,2,5,6,S,11
14,2,3,31,L,6
15,2,1,32,B,31
16,2,6,38,B,32
17,2,2,40,B,38
18,2,1,41,B,40
19,2,2,43,B,41
20,2,5,48,B,43
21,2,1,11,S,48
22,2,2,13,B,11
23,2,6,19,B,13
24,2,2,42,L,19
25,2,6,48,B,42
26,2,2,50,B,48
27,2,5,55,B,50
28,2,6,61,B,55
29,2,4,65,B,61
30,2,6,81,L,65
31,2,3,84,B,81
32,2,1,85,B,84
33,2,3,88,B,85
34,2,4,92,B,88
35,2,5,97,B,92
36,2,1,78,S,97
37,2,6,84,B,78
38,2,1,85,B,84
39,2,3,88,B,85
40,2,4,92,B,88
41,2,5,97,B,92
42,2,5,100,B,97
0,3,5,5,B,0
1,3,2,7,B,5
2,3,4,11,B,7
3,3,1,12,B,11
4,3,2,14,B,12
5,3,3,17,B,14
6,3,5,22,B,17
7,3,2,24,B,22
8,3,2,26,B,24
9,3,6,32,B,26
10,3,6,38,B,32
11,3,6,44,B,38
12,3,1,45,B,44
13,3,3,48,B,45
14,3,2,50,B,48
15,3,2,52,B,50
16,3,1,53,B,52
17,3,3,53,S,53
18,3,2,55,B,53
19,3,6,61,B,55
20,3,6,67,B,61
21,3,6,73,B,67
22,3,3,76,B,73
23,3,5,81,B,76
24,3,3,84,B,81
25,3,1,85,B,84
26,3,5,90,B,85
27,3,6,96,B,90
28,3,6,100,B,96
0,4,2,2,B,0
1,4,5,7,B,2
2,4,1,8,B,7
3,4,3,11,B,8
4,4,2,13,B,11
5,4,2,15,B,13
6,4,1,6,S,15
7,4,2,8,B,6
8,4,6,14,B,8
9,4,4,18,B,14
10,4,3,42,L,18
11,4,6,48,B,42
12,4,2,50,B,48
13,4,6,53,S,50
14,4,4,57,B,53
15,4,5,19,S,57
16,4,1,20,B,19
17,4,6,26,B,20
18,4,4,30,B,26
19,4,4,34,B,30
20,4,4,38,B,34
21,4,2,40,B,38
22,4,1,41,B,40
23,4,3,44,B,41
24,4,3,26,S,44
25,4,6,32,B,26
26,4,3,35,B,32
27,4,3,38,B,35
28,4,2,40,B,38
29,4,6,46,B,40
30,4,2,48,B,46
31,4,1,11,S,48
32,4,5,6,S,11
33,4,2,8,B,6
34,4,3,11,B,8
35,4,3,14,B,11
36,4,6,20,B,14
37,4,5,25,B,20
38,4,2,27,B,25
39,4,6,33,B,27
40,4,4,37,B,33
41,4,5,42,B,37
42,4,5,26,S,42
43,4,1,27,B,26
44,4,5,32,B,27
45,4,4,44,L,32
46,4,1,45,B,44
47,4,4,11,S,45
48,4,2,13,B,11
49,4,4,17,B,13
50,4,2,19,B,17
51,4,3,22,B,19
52,4,2,24,B,22
53,4,5,29,B,24
54,4,4,33,B,29
55,4,6,39,B,33
56,4,1,40,B,39
57,4,4,44,B,40
58,4,1,45,B,44
59,4,6,67,L,45
60,4,4,81,L,67
61,4,1,82,B,81
62,4,5,24,S,82
63,4,4,84,L,24
64,4,1,85,B,84
65,4,4,89,B,85
66,4,2,91,B,89
67,4,4,75,S,91
68,4,6,81,B,75
69,4,3,84,B,81
70,4,4,88,B,84
71,4,2,90,B,88
72,4,6,96,B,90
73,4,3,99,B,96
74,4,2,100,B,99
0,5,2,2,B,0
1,5,2,14,L,2
2,5,5,19,B,14
3,5,5,24,B,19
4,5,3,27,B,24
5,5,6,33,B,27
6,5,2,35,B,33
7,5,2,37,B,35
8,5,5,42,B,37
9,5,5,26,S,42
10,5,3,29,B,26
11,5,3,32,B,29
12,5,2,34,B,32
13,5,3,37,B,34
14,5,4,41,B,37
15,5,6,26,S,41
16,5,4,30,B,26
17,5,6,44,L,30
18,5,3,26,S,44
19,5,2,84,L,26
20,5,3,24,S,84
21,5,4,84,L,24
22,5,6,90,B,84
23,5,3,73,S,90
24,5,1,74,B,73
25,5,3,77,B,74
26,5,1,78,B,77
27,5,4,82,B,78
28,5,6,88,B,82
29,5,1,89,B,88
30,5,4,73,S,89
31,5,4,77,B,73
32,5,2,79,B,77
33,5,3,82,B,79
34,5,1,83,B,82
35,5,5,88,B,83
36,5,5,73,S,88
37,5,2,75,B,73
38,5,6,81,B,75
39,5,5,86,B,81
40,5,6,92,B,86
41,5,2,94,B,92
42,5,6,100,B,94
0,6,4,14,L,0
1,6,3,17,B,14
2,6,3,20,B,17
3,6,6,26,B,20
4,6,2,84,L,26
5,6,1,85,B,84
6,6,4,89,B,85
7,6,1,90,B,89
8,6,5,75,S,90
9,6,6,81,B,75
10,6,6,24,S,81
11,6,6,30,B,24
12,6,6,44,L,30
13,6,2,46,B,44
14,6,3,11,S,46
15,6,1,12,B,11
16,6,6,18,B,12
17,6,4,22,B,18
18,6,6,84,L,22
19,6,5,89,B,84
20,6,1,90,B,89
21,6,5,75,S,90
22,6,3,78,B,75
23,6,3,81,B,78
24,6,1,82,B,81
25,6,4,86,B,82
26,6,6,92,B,86
27,6,2,94,B,92
28,6,6,100,B,94
0,7,6,6,B,0
1,7,3,31,L,6
2,7,4,35,B,31
3,7,6,41,B,35
4,7,6,26,S,41
5,7,3,29,B,26
6,7,2,31,B,29
7,7,6,37,B,31
8,7,3,40,B,37
9,7,3,43,B,40
10,7,6,11,S,43
11,7,3,14,B,11
12,7,3,17,B,14
13,7,3,20,B,17
14,7,2,22,B,20
15,7,1,23,B,22
16,7,3,26,B,23
17,7,1,27,B,26
18,7,3,30,B,27
19,7,6,44,L,30
20,7,3,26,S,44
21,7,6,32,B,26
22,7,3,35,B,32
23,7,3,38,B,35
24,7,6,44,B,38
25,7,3,26,S,44
26,7,6,32,B,26
27,7,1,33,B,32
28,7,1,34,B,33
29,7,3,37,B,34
30,7,5,42,B,37
31,7,3,45,B,42
32,7,6,67,L,45
33,7,2,69,B,67
34,7,5,74,B,69
35,7,4,78,B,74
36,7,2,100,L,78
0,8,3,3,B,0
1,8,5,8,B,3
2,8,5,13,B,8
3,8,6,19,B,13
4,8,3,22,B,19
5,8,6,84,L,22
6,8,6,90,B,84
7,8,5,75,S,90
8,8,3,78,B,75
9,8,5,83,B,78
10,8,3,86,B,83
11,8,6,92,B,86
12,8,2,94,B,92
13,8,5,99,B,94
14,8,6,100,B,99
0,9,5,5,B,0
1,9,6,11,B,5
2,9,1,12,B,11
3,9,1,13,B,12
4,9,4,17,B,13
5,9,3,20,B,17
6,9,3,23,B,20
7,9,3,26,B,23
8,9,3,29,B,26
9,9,2,31,B,29
10,9,1,32,B,31
11,9,5,37,B,32
12,9,1,38,B,37
13,9,2,40,B,38
14,9,4,44,B,40
15,9,3,26,S,44
16,9,5,31,B,26
17,9,2,33,B,31
18,9,2,35,B,33
19,9,6,41,B,35
20,9,4,45,B,41
21,9,4,11,S,45
22,9,1,12,B,11
23,9,5,17,B,12
24,9,4,42,L,17
25,9,5,26,S,42
26,9,5,31,B,26
27,9,3,34,B,31
28,9,2,44,L,34
29,9,3,26,S,44
30,9,6,32,B,26
31,9,2,34,B,32
32,9,1,35,B,34
33,9,2,37,B,35
34,9,6,43,B,37
35,9,3,46,B,43
36,9,6,52,B,46
37,9,6,58,B,52
38,9,2,60,B,58
39,9,3,63,B,60
40,9,5,68,B,63
41,9,2,70,B,68
42,9,6,76,B,70
43,9,6,82,B,76
44,9,3,85,B,82
45,9,4,89,B,85
46,9,2,91,B,89
47,9,4,75,S,91
48,9,2,77,B,75
49,9,3,100,L,77
0,10,2,2,B,0
1,10,4,6,B,2
2,10,5,11,B,6
3,10,4,15,B,11
4,10,3,18,B,15
5,10,1,19,B,18
6,10,1,20,B,19
7,10,6,26,B,20
8,10,1,27,B,26
9,10,1,84,L,27
10,10,2,86,B,84
11,10,4,90,B,86
12,10,2,92,B,90
13,10,6,78,S,92
14,10,1,79,B,78
15,10,5,84,B,79
16,10,1,85,B,84
17,10,3,88,B,85
18,10,5,73,S,88
19,10,3,76,B,73
20,10,1,77,B,76
21,10,3,100,L,77
0,11,1,38,L,0
1,11,3,41,B,38
2,11,3,44,B,41
3,11,1,45,B,44
4,11,6,67,L,45
5,11,6,73,B,67
6,11,1,74,B,73
7,11,6,100,L,74
0,12,4,14,L,0
1,12,3,17,B,14
2,12,4,42,L,17
3,12,1,43,B,42
4,12,2,45,B,43
5,12,6,67,L,45
6,12,4,81,L,67
7,12,6,24,S,81
8,12,6,30,B,24
9,12,3,33,B,30
10,12,4,37,B,33
11,12,6,43,B,37
12,12,3,46,B,43
13,12,1,26,S,46
14,12,1,27,B,26
15,12,6,33,B,27
16,12,4,37,B,33
17,12,3,40,B,37
18,12,5,45,B,40
19,12,6,67,L,45
20,12,1,68,B,67
21,12,2,70,B,68
22,12,4,74,B,70
23,12,4,78,B,74
24,12,1,79,B,78
25,12,1,100,L,79
0,13,5,5,B,0
1,13,3,8,B,5
2,13,2,10,B,8
3,13,1,11,B,10
4,13,1,12,B,11
5,13,4,6,S,12
6,13,4,10,B,6
7,13,4,14,B,10
8,13,3,17,B,14
9,13,1,18,B,17
10,13,1,19,B,18
11,13,3,22,B,19
12,13,1,23,B,22
13,13,5,84,L,23
14,13,6,90,B,84
15,13,4,94,B,90
16,13,6,100,B,94
0,14,1,38,L,0
1,14,2,40,B,38
2,14,3,43,B,40
3,14,3,46,B,43
4,14,3,11,S,46
5,14,4,15,B,11
6,14,4,19,B,15
7,14,1,20,B,19
8,14,2,22,B,20
9,14,3,25,B,22
10,14,1,26,B,25
11,14,2,84,L,26
12,14,1,85,B,84
13,14,3,88,B,85
14,14,4,92,B,88
15,14,6,78,S,92
16,14,2,100,L,78
0,15,5,5,B,0
1,15,4,31,L,5
2,15,2,33,B,31
3,15,2,35,B,33
4,15,6,41,B,35
5,15,3,44,B,41
6,15,6,50,B,44
7,15,3,53,B,50
8,15,1,54,B,53
9,15,2,53,S,54
10,15,2,55,B,53
11,15,3,58,B,55
12,15,6,60,S,58
13,15,4,60,S,60
14,15,5,65,B,60
15,15,6,81,L,65
16,15,3,84,B,81
17,15,4,88,B,84
18,15,6,94,B,88
19,15,1,75,S,94
20,15,2,77,B,75
21,15,5,82,B,77
22,15,2,84,B,82
23,15,2,86,B,84
24,15,2,88,B,86
25,15,3,91,B,88
26,15,6,97,B,91
27,15,1,78,S,97
28,15,3,81,B,78
29,15,2,83,B,81
30,15,6,89,B,83
31,15,1,90,B,89
32,15,6,96,B,90
33,15,2,78,S,96
34,15,2,100,L,78
0,16,2,2,B,0
1,16,3,5,B,2
2,16,5,10,B,5
3,16,2,12,B,10
4,16,6,18,B,12
5,16,6,24,B,18
6,16,2,26,B,24
7,16,3,29,B,26
8,16,5,34,B,29
9,16,3,37,B,34
10,16,4,41,B,37
11,16,3,44,B,41
12,16,2,46,B,44
13,16,3,11,S,46
14,16,5,6,S,11
15,16,6,12,B,6
16,16,4,6,S,12
17,16,4,10,B,6
18,16,4,14,B,10
19,16,2,6,S,14
20,16,3,31,L,6
21,16,6,37,B,31
22,16,1,38,B,37
23,16,5,43,B,38
24,16,6,11,S,43
25,16,5,6,S,11
26,16,1,7,B,6
27,16,4,11,B,7
28,16,4,15,B,11
29,16,1,6,S,15
30,16,1,7,B,6
31,16,3,10,B,7
32,16,6,6,S,10
33,16,1,7,B,6
34,16,6,13,B,7
35,16,1,14,B,13
36,16,1,15,B,14
37,16,1,6,S,15
38,16,1,7,B,6
39,16,5,12,B,7
40,16,6,18,B,12
41,16,4,22,B,18
42,16,5,27,B,22
43,16,2,29,B,27
44,16,2,31,B,29
45,16,5,44,L,31
46,16,5,11,S,44
47,16,2,13,B,11
48,16,1,14,B,13
49,16,4,18,B,14
50,16,2,20,B,18
51,16,5,25,B,20
52,16,2,27,B,25
53,16,5,32,B,27
54,16,5,37,B,32
55,16,6,43,B,37
56,16,6,11,S,43
57,16,5,6,S,11
58,16,6,12,B,6
59,16,6,18,B,12
60,16,3,42,L,18
61,16,6,48,B,42
62,16,4,52,B,48
63,16,4,53,S,52
64,16,5,58,B,53
65,16,5,63,B,58
66,16,4,67,B,63
67,16,2,69,B,67
68,16,4,73,B,69
69,16,3,76,B,73
70,16,4,100,L,76
0,17,5,5,B,0
1,17,3,8,B,5
2,17,2,10,B,8
3,17,5,15,B,10
4,17,2,17,B,15
5,17,2,19,B,17
6,17,1,20,B,19
7,17,1,42,L,20
8,17,4,46,B,42
9,17,1,26,S,46
10,17,6,32,B,26
11,17,6,38,B,32
12,17,1,39,B,38
13,17,3,42,B,39
14,17,1,43,B,42
15,17,3,46,B,43
16,17,6,52,B,46
17,17,3,55,B,52
18,17,4,59,B,55
19,17,5,60,S,59
20,17,5,65,B,60
21,17,1,66,B,65
22,17,2,68,B,66
23,17,3,81,L,68
24,17,1,82,B,81
25,17,6,88,B,82
26,17,3,91,B,88
27,17,3,94,B,91
28,17,4,78,S,94
29,17,6,84,B,78
30,17,4,88,B,84
31,17,6,94,B,88
32,17,3,97,B,94
33,17,3,100,B,97
0,18,1,38,L,0
1,18,6,44,B,38
2,18,3,26,S,44
3,18,6,32,B,26
4,18,3,35,B,32
5,18,1,44,L,35
6,18,3,26,S,44
7,18,6,32,B,26
8,18,5,37,B,32
9,18,2,39,B,37
10,18,2,41,B,39
11,18,1,42,B,41
12,18,3,45,B,42
13,18,2,26,S,45
14,18,6,32,B,26
15,18,5,37,B,32
16,18,1,38,B,37
17,18,6,44,B,38
18,18,3,26,S,44
19,18,2,84,L,26
20,18,4,88,B,84
21,18,5,73,S,88
22,18,1,74,B,73
23,18,3,77,B,74
24,18,5,82,B,77
25,18,3,85,B,82
26,18,5,90,B,85
27,18,4,94,B,90
28,18,3,97,B,94
29,18,5,100,B,97
0,19,3,3,B,0
1,19,6,31,L,3
2,19,2,33,B,31
3,19,2,35,B,33
4,19,1,44,L,35
5,19,1,45,B,44
6,19,4,11,S,45
7,19,4,15,B,11
8,19,1,6,S,15
9,19,4,10,B,6
10,19,2,12,B,10
11,19,4,6,S,12
12,19,1,7,B,6
13,19,5,12,B,7
14,19,2,14,B,12
15,19,2,6,S,14
16,19,2,8,B,6
17,19,1,31,L,8
18,19,6,37,B,31
19,19,5,42,B,37
20,19,6,48,B,42
21,19,6,54,B,48
22,19,2,53,S,54
23,19,4,57,B,53
24,19,4,61,B,57
25,19,1,19,S,61
26,19,2,42,L,19
27,19,4,46,B,42
28,19,1,26,S,46
29,19,3,29,B,26
30,19,2,31,B,29
31,19,5,44,L,31
32,19,2,46,B,44
33,19,6,52,B,46
34,19,6,58,B,52
35,19,6,60,S,58
36,19,5,65,B,60
37,19,2,67,B,65
38,19,1,68,B,67
39,19,1,69,B,68
40,19,3,72,B,69
41,19,2,74,B,72
42,19,3,77,B,74
43,19,6,83,B,77
44,19,3,86,B,83
45,19,1,24,S,86
46,19,6,30,B,24
47,19,2,32,B,30
48,19,5,37,B,32
49,19,4,41,B,37
50,19,6,26,S,41
51,19,4,30,B,26
52,19,3,33,B,30
53,19,1,34,B,33
54,19,4,38,B,34
55,19,2,40,B,38
56,19,5,45,B,40
57,19,1,46,B,45
58,19,2,48,B,46
59,19,4,52,B,48
60,19,3,55,B,52
61,19,4,59,B,55
62,19,3,19,S,59
63,19,2,42,L,19
64,19,4,46,B,42
65,19,2,48,B,46
66,19,4,52,B,48
67,19,4,53,S,52
68,19,6,59,B,53
69,19,1,60,B,59
70,19,1,61,B,60
71,19,1,19,S,61
72,19,4,23,B,19
73,19,3,26,B,23
74,19,3,29,B,26
75,19,3,32,B,29
76,19,5,37,B,32
77,19,2,39,B,37
78,19,2,41,B,39
79,19,3,44,B,41
80,19,1,45,B,44
81,19,6,67,L,45
82,19,3,70,B,67
83,19,1,81,L,70
84,19,6,24,S,81
85,19,5,29,B,24
86,19,5,34,B,29
87,19,2,44,L,34
88,19,3,26,S,44
89,19,6,32,B,26
90,19,1,33,B,32
91,19,1,34,B,33
92,19,3,37,B,34
93,19,4,41,B,37
94,19,3,44,B,41
95,19,5,11,S,44
96,19,3,14,B,11
97,19,2,6,S,14
98,19,5,11,B,6
99,19,6,17,B,11
100,19,6,23,B,17
101,19,2,25,B,23
102,19,6,31,B,25
103,19,2,33,B,31
104,19,3,44,L,33
105,19,5,11,S,44
106,19,1,12,B,11
107,19,5,17,B,12
108,19,4,42,L,17
109,19,2,44,B,42
110,19,2,46,B,44
111,19,5,67,L,46
112,19,5,72,B,67
113,19,4,76,B,72
114,19,1,77,B,76
115,19,1,78,B,77
116,19,2,100,L,78
0,20,5,5,B,0
1,20,2,7,B,5
2,20,3,10,B,7
3,20,1,11,B,10
4,20,3,14,B,11
5,20,4,18,B,14
6,20,3,42,L,18
7,20,5,26,S,42
8,20,5,31,B,26
9,20,2,33,B,31
10,20,4,37,B,33
11,20,3,40,B,37
12,20,1,41,B,40
13,20,4,45,B,41
14,20,2,26,S,45
15,20,5,31,B,26
16,20,1,32,B,31
17,20,4,44,L,32
18,20,6,50,B,44
19,20,1,67,L,50
20,20,2,69,B,67
21,20,2,81,L,69
22,20,4,85,B,81
23,20,5,90,B,85
24,20,2,92,B,90
25,20,1,73,S,92
26,20,4,77,B,73
27,20,3,100,L,77
0,21,6,6,B,0
1,21,4,10,B,6
2,21,3,13,B,10
3,21,6,19,B,13
4,21,1,20,B,19
5,21,1,42,L,20
6,21,6,48,B,42
7,21,4,52,B,48
8,21,3,55,B,52
9,21,4,59,B,55
10,21,2,61,B,59
11,21,3,60,S,61
12,21,4,60,S,60
13,21,3,63,B,60
14,21,3,66,B,63
15,21,2,68,B,66
16,21,1,69,B,68
17,21,3,72,B,69
18,21,2,74,B,72
19,21,2,76,B,74
20,21,5,81,B,76
21,21,4,85,B,81
22,21,3,88,B,85
23,21,2,90,B,88
24,21,2,92,B,90
25,21,6,78,S,92
26,21,3,81,B,78
27,21,6,24,S,81
28,21,3,27,B,24
29,21,6,33,B,27
30,21,4,37,B,33
31,21,2,39,B,37
32,21,5,44,B,39
33,21,1,45,B,44
34,21,3,48,B,45
35,21,1,11,S,48
36,21,5,6,S,11
37,21,3,31,L,6
38,21,6,37,B,31
39,21,4,41,B,37
40,21,5,46,B,41
41,21,4,50,B,46
42,21,3,53,B,50
43,21,6,59,B,53
44,21,4,63,B,59
45,21,5,68,B,63
46,21,1,69,B,68
47,21,2,81,L,69
48,21,5,86,B,81
49,21,5,91,B,86
50,21,5,96,B,91
51,21,4,100,B,96
0,22,5,5,B,0
1,22,5,10,B,5
2,22,3,13,B,10
3,22,3,6,S,13
4,22,3,31,L,6
5,22,4,35,B,31
6,22,5,40,B,35
7,22,4,44,B,40
8,22,4,48,B,44
9,22,2,50,B,48
10,22,3,53,B,50
11,22,6,59,B,53
12,22,6,65,B,59
13,22,6,81,L,65
14,22,2,83,B,81
15,22,6,89,B,83
16,22,3,92,B,89
17,22,1,73,S,92
18,22,6,79,B,73
19,22,6,85,B,79
20,22,3,88,B,85
21,22,4,92,B,88
22,22,6,78,S,92
23,22,4,82,B,78
24,22,4,86,B,82
25,22,3,89,B,86
26,22,1,90,B,89
27,22,6,96,B,90
28,22,6,100,B,96
0,23,5,5,B,0
1,23,2,7,B,5
2,23,6,13,B,7
3,23,4,17,B,13
4,23,5,22,B,17
5,23,2,24,B,22
6,23,1,25,B,24
7,23,1,26,B,25
8,23,6,32,B,26
9,23,4,44,L,32
10,23,1,45,B,44
11,23,1,46,B,45
12,23,6,52,B,46
13,23,3,55,B,52
14,23,1,53,S,55
15,23,2,55,B,53
16,23,2,57,B,55
17,23,4,61,B,57
18,23,1,19,S,61
19,23,3,22,B,19
20,23,2,24,B,22
21,23,2,26,B,24
22,23,5,31,B,26
23,23,1,32,B,31
24,23,3,35,B,32
25,23,2,37,B,35
26,23,1,38,B,37
27,23,3,41,B,38
28,23,3,44,B,41
29,23,1,45,B,44
30,23,1,46,B,45
31,23,1,26,S,46
32,23,2,84,L,26
33,23,5,89,B,84
34,23,5,94,B,89
35,23,3,97,B,94
36,23,5,100,B,97
0,24,3,3,B,0
1,24,6,31,L,3
2,24,6,37,B,31
3,24,1,38,B,37
4,24,4,42,B,38
5,24,1,43,B,42
6,24,5,48,B,43
7,24,4,52,B,48
8,24,6,58,B,52
9,24,1,59,B,58
10,24,1,60,B,59
11,24,6,66,B,60
12,24,2,68,B,66
13,24,1,69,B,68
14,24,4,73,B,69
15,24,2,75,B,73
16,24,6,81,B,75
17,24,1,82,B,81
18,24,4,86,B,82
19,24,1,24,S,86
20,24,4,84,L,24
21,24,3,24,S,84
22,24,4,84,L,24
23,24,5,89,B,84
24,24,6,75,S,89
25,24,6,81,B,75
26,24,1,82,B,81
27,24,3,85,B,82
28,24,5,90,B,85
29,24,2,92,B,90
30,24,5,97,B,92
31,24,3,100,B,97
0,25,5,5,B,0
1,25,1,6,B,5
2,25,4,10,B,6
3,25,1,11,B,10
4,25,6,17,B,11
5,25,6,23,B,17
6,25,2,25,B,23
7,25,1,26,B,25
8,25,5,31,B,26
9,25,6,37,B,31
10,25,1,38,B,37
11,25,4,42,B,38
12,25,3,45,B,42
13,25,2,26,S,45
14,25,2,84,L,26
15,25,2,86,B,84
16,25,6,92,B,86
17,25,2,94,B,92
18,25,4,78,S,94
19,25,3,81,B,78
20,25,1,82,B,81
21,25,2,84,B,82
22,25,1,85,B,84
23,25,1,86,B,85
24,25,3,89,B,86
25,25,4,73,S,89
26,25,2,75,B,73
27,25,5,100,L,75
0,26,6,6,B,0
1,26,6,12,B,6
2,26,5,17,B,12
3,26,6,23,B,17
4,26,3,26,B,23
5,26,2,84,L,26
6,26,1,85,B,84
7,26,2,24,S,85
8,26,2,26,B,24
9,26,3,29,B,26
10,26,6,35,B,29
11,26,6,41,B,35
12,26,6,26,S,41
13,26,1,27,B,26
14,26,4,31,B,27
15,26,6,37,B,31
16,26,2,39,B,37
17,26,2,41,B,39
18,26,4,45,B,41
19,26,3,48,B,45
20,26,4,52,B,48
21,26,5,57,B,52
22,26,4,61,B,57
23,26,4,65,B,61
24,26,3,68,B,65
25,26,5,73,B,68
26,26,5,78,B,73
27,26,5,83,B,78
28,26,4,24,S,83
29,26,6,30,B,24
30,26,4,34,B,30
31,26,4,38,B,34
32,26,5,43,B,38
33,26,3,46,B,43
34,26,1,26,S,46
35,26,3,29,B,26
36,26,1,30,B,29
37,26,3,33,B,30
38,26,6,39,B,33
39,26,3,42,B,39
40,26,5,26,S,42
41,26,2,84,L,26
42,26,2,86,B,84
43,26,3,89,B,86
44,26,1,90,B,89
45,26,2,92,B,90
46,26,6,78,S,92
47,26,4,82,B,78
48,26,5,24,S,82
49,26,2,26,B,24
50,26,1,27,B,26
51,26,3,30,B,27
52,26,4,34,B,30
53,26,6,40,B,34
54,26,4,44,B,40
55,26,5,11,S,44
56,26,4,15,B,11
57,26,1,6,S,15
58,26,3,31,L,6
59,26,5,44,L,31
60,26,6,50,B,44
61,26,2,52,B,50
62,26,4,53,S,52
63,26,5,58,B,53
64,26,6,60,S,58
65,26,5,65,B,60
66,26,4,69,B,65
67,26,4,73,B,69
68,26,2,75,B,73
69,26,2,77,B,75
70,26,2,79,B,77
71,26,3,82,B,79
72,26,5,24,S,82
73,26,2,26,B,24
74,26,6,32,B,26
75,26,6,38,B,32
76,26,1,39,B,38
77,26,3,42,B,39
78,26,4,46,B,42
79,26,6,52,B,46
80,26,3,55,B,52
81,26,5,60,B,55
82,26,5,65,B,60
83,26,6,81,L,65
84,26,3,84,B,81
85,26,6,90,B,84
86,26,1,91,B,90
87,26,3,94,B,91
88,26,2,96,B,94
89,26,5,100,B,96
0,27,3,3,B,0
1,27,3,6,B,3
2,27,2,8,B,6
3,27,5,13,B,8
4,27,6,19,B,13
5,27,2,42,L,19
6,27,6,48,B,42
7,27,4,52,B,48
8,27,3,55,B,52
9,27,1,53,S,55
10,27,5,58,B,53
11,27,1,59,B,58
12,27,2,61,B,59
13,27,4,65,B,61
14,27,2,67,B,65
15,27,3,70,B,67
16,27,3,73,B,70
17,27,4,77,B,73
18,27,2,79,B,77
19,27,4,83,B,79
20,27,5,88,B,83
21,27,3,91,B,88
22,27,1,92,B,91
23,27,6,78,S,92
24,27,1,79,B,78
25,27,4,83,B,79
26,27,5,88,B,83
27,27,4,92,B,88
28,27,1,73,S,92
29,27,1,74,B,73
30,27,5,79,B,74
31,27,3,82,B,79
32,27,4,86,B,82
33,27,2,88,B,86
34,27,3,91,B,88
35,27,6,97,B,91
36,27,1,78,S,97
37,27,4,82,B,78
38,27,1,83,B,82
39,27,5,88,B,83
40,27,3,91,B,88
41,27,3,94,B,91
42,27,2,96,B,94
43,27,4,100,B,96
0,28,5,5,B,0
1,28,3,8,B,5
2,28,5,13,B,8
3,28,5,18,B,13
4,28,4,22,B,18
5,28,5,27,B,22
6,28,6,33,B,27
7,28,3,44,L,33
8,28,6,50,B,44
9,28,1,67,L,50
10,28,2,69,B,67
11,28,4,73,B,69
12,28,4,77,B,73
13,28,2,79,B,77
14,28,4,83,B,79
15,28,1,84,B,83
16,28,2,86,B,84
17,28,1,24,S,86
18,28,2,26,B,24
19,28,4,30,B,26
20,28,4,34,B,30
21,28,1,35,B,34
22,28,5,40,B,35
23,28,6,46,B,40
24,28,6,52,B,46
25,28,2,54,B,52
26,28,5,59,B,54
27,28,1,60,B,59
28,28,1,61,B,60
29,28,4,65,B,61
30,28,5,70,B,65
31,28,4,74,B,70
32,28,2,76,B,74
33,28,5,81,B,76
34,28,1,82,B,81
35,28,5,24,S,82
36,28,6,30,B,24
37,28,4,34,B,30
38,28,3,37,B,34
39,28,3,40,B,37
40,28,5,45,B,40
41,28,4,11,S,45
42,28,5,6,S,11
43,28,6,12,B,6
44,28,5,17,B,12
45,28,4,42,L,17
46,28,5,26,S,42
47,28,3,29,B,26
48,28,5,34,B,29
49,28,1,35,B,34
50,28,1,44,L,35
51,28,4,48,B,44
52,28,5,53,B,48
53,28,3,53,S,53
54,28,5,58,B,53
55,28,2,60,B,58
56,28,4,60,S,60
57,28,4,60,S,60
58,28,4,60,S,60
59,28,6,66,B,60
60,28,6,72,B,66
61,28,6,78,B,72
62,28,6,84,B,78
63,28,4,88,B,84
64,28,5,73,S,88
65,28,6,79,B,73
66,28,5,84,B,79
67,28,2,86,B,84
68,28,5,91,B,86
69,28,3,94,B,91
70,28,6,100,B,94
0,29,4,14,L,0
1,29,2,6,S,14
2,29,5,11,B,6
3,29,3,14,B,11
4,29,5,19,B,14
5,29,5,24,B,19
6,29,3,27,B,24
7,29,2,29,B,27
8,29,3,32,B,29
9,29,2,34,B,32
10,29,4,38,B,34
11,29,5,43,B,38
12,29,3,46,B,43
13,29,6,52,B,46
14,29,3,55,B,52
15,29,1,53,S,55
16,29,2,55,B,53
17,29,1,53,S,55
18,29,2,55,B,53
19,29,2,57,B,55
20,29,2,59,B,57
21,29,6,65,B,59
22,29,6,81,L,65
23,29,2,83,B,81
24,29,2,85,B,83
25,29,6,91,B,85
26,29,5,96,B,91
