,n,die,end,kind,start
6,713,1,43,B,42
7,713,6,11,S,43
8,713,2,13,B,11
9,713,4,17,B,13
10,713,4,42,L,17
11,713,5,26,S,42
12,713,4,30,B,26
13,713,1,31,B,30
14,713,3,34,B,31
15,713,4,38,B,34
16,713,5,43,B,38
17,713,5,48,B,43
18,713,5,53,B,48
19,713,5,58,B,53
20,713,5,63,B,58
21,713,2,65,B,63
22,713,1,66,B,65
23,713,2,68,B,66
24,713,5,73,B,68
25,713,3,76,B,73
26,713,3,79,B,76
27,713,2,81,B,79
28,713,5,86,B,81
29,713,4,90,B,86
30,713,6,96,B,90
31,713,3,99,B,96
32,713,5,100,B,99
0,714,5,5,B,0
1,714,6,11,B,5
2,714,5,6,S,11
3,714,2,8,B,6
4,714,6,14,B,8
5,714,2,6,S,14
6,714,6,12,B,6
7,714,2,14,B,12
8,714,1,15,B,14
9,714,4,19,B,15
10,714,6,25,B,19
11,714,4,29,B,25
12,714,6,35,B,29
13,714,2,37,B,35
14,714,4,41,B,37
15,714,1,42,B,41
16,714,1,43,B,42
17,714,5,48,B,43
18,714,3,67,L,48
19,714,4,81,L,67
20,714,2,83,B,81
21,714,1,84,B,83
22,714,1,85,B,84
23,714,4,89,B,85
24,714,1,90,B,89
25,714,6,96,B,90
26,714,3,99,B,96
27,714,6,100,B,99
0,715,3,3,B,0
1,715,6,31,L,3
2,715,5,44,L,31
3,715,2,46,B,44
4,715,3,11,S,46
5,715,4,15,B,11
6,715,4,19,B,15
7,715,6,25,B,19
8,715,1,26,B,25
9,715,6,32,B,26
10,715,6,38,B,32
11,715,3,41,B,38
12,715,3,44,B,41
13,715,4,48,B,44
14,715,2,50,B,48
15,715,3,53,B,50
16,715,6,59,B,53
17,715,4,63,B,59
18,715,6,69,B,63
19,715,4,73,B,69
20,715,6,79,B,73
21,715,1,100,L,79
0,716,5,5,B,0
1,716,5,10,B,5
2,716,1,11,B,10
3,716,1,12,B,11
4,716,4,6,S,12
5,716,3,31,L,6
6,716,4,35,B,31
7,716,1,44,L,35
8,716,2,46,B,44
9,716,1,26,S,46
10,716,5,31,B,26
11,716,1,32,B,31
12,716,4,44,L,32
13,716,3,26,S,44
14,716,6,32,B,26
15,716,4,44,L,32
16,716,2,46,B,44
17,716,4,50,B,46
18,716,1,67,L,50
19,716,4,81,L,67
20,716,3,84,B,81
21,716,3,24,S,84
22,716,5,29,B,24
23,716,5,34,B,29
24,716,3,37,B,34
25,716,5,42,B,37
26,716,2,44,B,42
27,716,4,48,B,44
28,716,2,50,B,48
29,716,1,67,L,50
30,716,1,68,B,67
31,716,6,74,B,68
32,716,2,76,B,74
33,716,4,100,L,76
0,717,6,6,B,0
1,717,6,12,B,6
2,717,5,17,B,12
3,717,3,20,B,17
4,717,5,25,B,20
5,717,1,26,B,25
6,717,6,32,B,26
7,717,5,37,B,32
8,717,1,38,B,37
9,717,2,40,B,38
10,717,4,44,B,40
11,717,3,26,S,44
12,717,2,84,L,26
13,717,6,90,B,84
14,717,2,92,B,90
15,717,6,78,S,92
16,717,5,83,B,78
17,717,3,86,B,83
18,717,3,89,B,86
19,717,1,90,B,89
20,717,3,73,S,90
21,717,5,78,B,73
22,717,4,82,B,78
23,717,5,24,S,82
24,717,2,26,B,24
25,717,2,84,L,26
26,717,2,86,B,84
27,717,1,24,S,86
28,717,2,26,B,24
29,717,1,27,B,26
30,717,4,31,B,27
31,717,6,37,B,31
32,717,3,40,B,37
33,717,3,43,B,40
34,717,6,11,S,43
35,717,4,15,B,11
36,717,3,18,B,15
37,717,2,20,B,18
38,717,1,42,L,20
39,717,1,43,B,42
40,717,4,26,S,43
41,717,2,84,L,26
42,717,6,90,B,84
43,717,4,94,B,90
44,717,4,78,S,94
45,717,3,81,B,78
46,717,1,82,B,81
47,717,4,86,B,82
48,717,6,92,B,86
49,717,5,97,B,92
50,717,3,100,B,97
0,718,4,14,L,0
1,718,2,6,S,14
2,718,3,31,L,6
3,718,5,44,L,31
4,718,6,50,B,44
5,718,4,54,B,50
6,718,5,59,B,54
7,718,6,65,B,59
8,718,2,67,B,65
9,718,3,70,B,67
10,718,5,75,B,70
11,718,5,100,L,75
0,719,3,3,B,0
1,719,3,6,B,3
2,719,6,12,B,6
3,719,2,14,B,12
4,719,2,6,S,14
5,719,4,10,B,6
6,719,1,11,B,10
7,719,3,14,B,11
8,719,6,20,B,14
9,719,5,25,B,20
10,719,1,26,B,25
11,719,4,30,B,26
12,719,6,44,L,30
13,719,5,11,S,44
14,719,4,15,B,11
15,719,4,19,B,15
16,719,3,22,B,19
17,719,4,26,B,22
18,719,6,32,B,26
19,719,3,35,B,32
20,719,1,44,L,35
21,719,5,11,S,44
22,719,4,15,B,11
23,719,5,20,B,15
24,719,5,25,B,20
25,719,1,26,B,25
26,719,5,31,B,26
27,719,4,35,B,31
28,719,4,39,B,35
29,719,2,41,B,39
30,719,4,45,B,41
31,719,2,26,S,45
32,719,5,31,B,26
33,719,3,34,B,31
34,719,1,35,B,34
35,719,6,41,B,35
36,719,4,45,B,41
37,719,5,50,B,45
38,719,2,52,B,50
39,719,2,54,B,52
40,719,6,60,B,54
41,719,1,61,B,60
42,719,4,65,B,61
43,719,5,70,B,65
44,719,6,76,B,70
45,719,5,81,B,76
46,719,2,83,B,81
47,719,4,24,S,83
48,719,3,27,B,24
49,719,2,29,B,27
50,719,2,31,B,29
51,719,5,44,L,31
52,719,4,48,B,44
53,719,1,11,S,48
54,719,2,13,B,11
55,719,4,17,B,13
56,719,3,20,B,17
57,719,6,26,B,20
58,719,4,30,B,26
59,719,5,35,B,30
60,719,2,37,B,35
61,719,6,43,B,37
62,719,1,44,B,43
63,719,1,45,B,44
64,719,4,11,S,45
65,719,1,12,B,11
66,719,1,13,B,12
67,719,3,6,S,13
68,719,5,11,B,6
69,719,1,12,B,11
70,719,6,18,B,12
71,719,5,23,B,18
72,719,4,27,B,23
73,719,4,31,B,27
74,719,5,44,L,31
75,719,2,46,B,44
76,719,6,52,B,46
77,719,2,54,B,52
78,719,1,55,B,54
79,719,3,58,B,55
80,719,2,60,B,58
81,719,1,61,B,60
82,719,1,19,S,61
83,719,1,20,B,19
84,719,4,24,B,20
85,719,1,25,B,24
86,719,2,27,B,25
87,719,4,31,B,27
88,719,1,32,B,31
89,719,5,37,B,32
90,719,6,43,B,37
91,719,6,11,S,43
92,719,6,17,B,11
93,719,2,19,B,17
94,719,1,20,B,19
95,719,1,42,L,20
96,719,6,48,B,42
97,719,1,11,S,48
98,719,2,13,B,11
99,719,2,15,B,13
100,719,1,6,S,15
101,719,3,31,L,6
102,719,1,32,B,31
103,719,2,34,B,32
104,719,1,35,B,34
105,719,5,40,B,35
106,719,3,43,B,40
107,719,6,11,S,43
108,719,2,13,B,11
109,719,2,15,B,13
110,719,6,42,L,15
111,719,5,26,S,42
112,719,3,29,B,26
113,719,2,31,B,29
114,719,4,35,B,31
115,719,1,44,L,35
116,719,2,46,B,44
117,719,2,48,B,46
118,719,5,53,B,48
119,719,2,55,B,53
120,719,5,60,B,55
121,719,2,19,S,60
122,719,6,25,B,19
123,719,5,30,B,25
124,719,5,35,B,30
125,719,2,37,B,35
126,719,6,43,B,37
127,719,5,48,B,43
128,719,1,11,S,48
129,719,5,6,S,11
130,719,4,10,B,6
131,719,5,15,B,10
132,719,4,19,B,15
133,719,4,23,B,19
134,719,6,29,B,23
135,719,3,32,B,29
136,719,6,38,B,32
137,719,5,43,B,38
138,719,3,46,B,43
139,719,4,50,B,46
140,719,2,52,B,50
141,719,5,57,B,52
142,719,5,19,S,57
143,719,6,25,B,19
144,719,2,27,B,25
145,719,1,84,L,27
146,719,6,90,B,84
147,719,3,73,S,90
148,719,4,77,B,73
149,719,2,79,B,77
150,719,2,81,B,79
151,719,2,83,B,81
152,719,5,88,B,83
153,719,3,91,B,88
154,719,2,73,S,91
155,719,2,75,B,73
156,719,6,81,B,75
157,719,4,85,B,81
158,719,6,91,B,85
159,719,2,73,S,91
160,719,1,74,B,73
161,719,2,76,B,74
162,719,1,77,B,76
163,719,5,82,B,77
164,719,6,88,B,82
165,719,3,91,B,88
166,719,6,97,B,91
167,719,1,78,S,97
168,719,2,100,L,78
0,720,4,14,L,0
1,720,5,19,B,14
2,720,2,42,L,19
3,720,6,48,B,42
4,720,2,50,B,48
5,720,3,53,B,50
6,720,3,53,S,53
7,720,4,57,B,53
8,720,6,63,B,57
9,720,3,66,B,63
10,720,5,81,L,66
11,720,2,83,B,81
12,720,6,89,B,83
13,720,2,91,B,89
14,720,3,94,B,91
15,720,1,75,S,94
16,720,5,100,L,75
0,721,3,3,B,0
1,721,6,31,L,3
2,721,2,33,B,31
3,721,4,37,B,33
4,721,2,39,B,37
5,721,3,42,B,39
6,721,1,43,B,42
7,721,2,45,B,43
8,721,5,50,B,45
9,721,5,55,B,50
10,721,2,57,B,55
11,721,4,61,B,57
12,721,3,60,S,61
13,721,3,63,B,60
14,721,2,65,B,63
15,721,5,70,B,65
16,721,4,74,B,70
17,721,5,79,B,74
18,721,6,85,B,79
19,721,3,88,B,85
20,721,3,91,B,88
21,721,3,94,B,91
22,721,1,75,S,94
23,721,3,78,B,75
24,721,4,82,B,78
25,721,4,86,B,82
26,721,4,90,B,86
27,721,2,92,B,90
28,721,3,75,S,92
29,721,4,79,B,75
30,721,1,100,L,79
0,722,1,38,L,0
1,722,5,43,B,38
2,722,6,11,S,43
3,722,3,14,B,11
4,722,3,17,B,14
5,722,2,19,B,17
6,722,3,22,B,19
7,722,6,84,L,22
8,722,2,86,B,84
9,722,6,92,B,86
10,722,1,73,S,92
11,722,5,78,B,73
12,722,2,100,L,78
0,723,2,2,B,0
1,723,6,8,B,2
2,723,6,14,B,8
3,723,2,6,S,14
4,723,2,8,B,6
5,723,2,10,B,8
6,723,5,15,B,10
7,723,3,18,B,15
8,723,6,24,B,18
9,723,5,29,B,24
10,723,4,33,B,29
11,723,4,37,B,33
12,723,5,42,B,37
13,723,5,26,S,42
14,723,2,84,L,26
15,723,5,89,B,84
16,723,4,73,S,89
17,723,1,74,B,73
18,723,6,100,L,74
0,724,4,14,L,0
1,724,1,15,B,14
2,724,6,42,L,15
3,724,1,43,B,42
4,724,4,26,S,43
5,724,4,30,B,26
6,724,2,32,B,30
7,724,5,37,B,32
8,724,4,41,B,37
9,724,4,45,B,41
10,724,4,11,S,45
11,724,3,14,B,11
12,724,4,18,B,14
13,724,2,20,B,18
14,724,4,24,B,20
15,724,5,29,B,24
16,724,1,30,B,29
17,724,5,35,B,30
18,724,4,39,B,35
19,724,2,41,B,39
20,724,5,46,B,41
21,724,5,67,L,46
22,724,5,72,B,67
23,724,5,77,B,72
24,724,4,81,B,77
25,724,2,83,B,81
26,724,5,88,B,83
27,724,5,73,S,88
28,724,6,79,B,73
29,724,4,83,B,79
30,724,5,88,B,83
31,724,4,92,B,88
32,724,2,94,B,92
33,724,5,99,B,94
34,724,5,100,B,99
0,725,2,2,B,0
1,725,4,6,B,2
2,725,2,8,B,6
3,725,6,14,B,8
4,725,3,17,B,14
5,725,5,22,B,17
6,725,5,27,B,22
7,725,6,33,B,27
8,725,6,39,B,33
9,725,6,45,B,39
10,725,4,11,S,45
11,725,3,14,B,11
12,725,4,18,B,14
13,725,4,22,B,18
14,725,1,23,B,22
15,725,5,84,L,23
16,725,5,89,B,84
17,725,1,90,B,89
18,725,2,92,B,90
19,725,1,73,S,92
20,725,3,76,B,73
21,725,2,78,B,76
22,725,4,82,B,78
23,725,6,88,B,82
24,725,2,90,B,88
25,725,6,96,B,90
26,725,6,100,B,96
0,726,4,14,L,0
1,726,4,18,B,14
2,726,5,23,B,18
3,726,6,29,B,23
4,726,3,32,B,29
5,726,5,37,B,32
6,726,5,42,B,37
7,726,2,44,B,42
8,726,2,46,B,44
9,726,5,67,L,46
10,726,1,68,B,67
11,726,3,81,L,68
12,726,1,82,B,81
13,726,3,85,B,82
14,726,3,88,B,85
15,726,3,91,B,88
16,726,5,96,B,91
17,726,5,100,B,96
0,727,6,6,B,0
1,727,4,10,B,6
2,727,6,6,S,10
3,727,2,8,B,6
4,727,1,31,L,8
5,727,1,32,B,31
6,727,5,37,B,32
7,727,1,38,B,37
8,727,1,39,B,38
9,727,6,45,B,39
10,727,2,26,S,45
11,727,5,31,B,26
12,727,4,35,B,31
13,727,4,39,B,35
14,727,1,40,B,39
15,727,2,42,B,40
16,727,6,48,B,42
17,727,1,11,S,48
18,727,4,15,B,11
19,727,3,18,B,15
20,727,4,22,B,18
21,727,6,84,L,22
22,727,4,88,B,84
23,727,4,92,B,88
24,727,6,78,S,92
25,727,4,82,B,78
26,727,6,88,B,82
27,727,4,92,B,88
28,727,4,96,B,92
29,727,2,78,S,96
30,727,3,81,B,78
31,727,1,82,B,81
32,727,2,84,B,82
33,727,4,88,B,84
34,727,1,89,B,88
35,727,6,75,S,89
36,727,3,78,B,75
37,727,1,79,B,78
38,727,3,82,B,79
39,727,6,88,B,82
40,727,6,94,B,88
41,727,5,99,B,94
42,727,2,100,B,99
0,728,6,6,B,0
1,728,3,31,L,6
2,728,6,37,B,31
3,728,6,43,B,37
4,728,4,26,S,43
5,728,6,32,B,26
6,728,2,34,B,32
7,728,3,37,B,34
8,728,6,43,B,37
9,728,3,46,B,43
10,728,5,67,L,46
11,728,2,69,B,67
12,728,6,75,B,69
13,728,3,78,B,75
14,728,5,83,B,78
15,728,1,84,B,83
16,728,6,90,B,84
17,728,4,94,B,90
18,728,1,75,S,94
19,728,6,81,B,75
20,728,4,85,B,81
21,728,1,86,B,85
22,728,6,92,B,86
23,728,3,75,S,92
24,728,6,81,B,75
25,728,6,24,S,81
26,728,4,84,L,24
27,728,4,88,B,84
28,728,2,90,B,88
29,728,1,91,B,90
30,728,6,97,B,91
31,728,3,100,B,97
0,729,3,3,B,0
1,729,2,5,B,3
2,729,1,6,B,5
3,729,5,11,B,6
4,729,6,17,B,11
5,729,1,18,B,17
6,729,1,19,B,18
7,729,3,22,B,19
8,729,3,25,B,22
9,729,1,26,B,25
10,729,5,31,B,26
11,729,1,32,B,31
12,729,4,44,L,32
13,729,6,50,B,44
14,729,1,67,L,50
15,729,1,68,B,67
16,729,3,81,L,68
17,729,6,24,S,81
18,729,2,26,B,24
19,729,2,84,L,26
20,729,5,89,B,84
21,729,2,91,B,89
22,729,6,97,B,91
23,729,5,100,B,97
0,730,2,2,B,0
1,730,1,3,B,2
2,730,4,7,B,3
3,730,1,8,B,7
4,730,6,14,B,8
5,730,6,20,B,14
6,730,5,25,B,20
7,730,3,84,L,25
8,730,5,89,B,84
9,730,3,92,B,89
10,730,2,94,B,92
11,730,5,99,B,94
12,730,5,100,B,99
0,731,4,14,L,0
1,731,2,6,S,14
2,731,1,7,B,6
3,731,6,13,B,7
4,731,4,17,B,13
5,731,1,18,B,17
6,731,5,23,B,18
7,731,5,84,L,23
8,731,2,86,B,84
9,731,5,91,B,86
10,731,2,73,S,91
11,731,2,75,B,73
12,731,6,81,B,75
13,731,1,82,B,81
14,731,1,83,B,82
15,731,5,88,B,83
16,731,5,73,S,88
17,731,1,74,B,73
18,731,1,75,B,74
19,731,3,78,B,75
20,731,4,82,B,78
21,731,2,84,B,82
22,731,3,24,S,84
23,731,5,29,B,24
24,731,5,34,B,29
25,731,5,39,B,34
26,731,3,42,B,39
27,731,5,26,S,42
28,731,4,30,B,26
29,731,4,34,B,30
30,731,4,38,B,34
31,731,1,39,B,38
32,731,4,43,B,39
33,731,1,44,B,43
34,731,6,50,B,44
35,731,2,52,B,50
36,731,2,54,B,52
37,731,1,55,B,54
38,731,4,59,B,55
39,731,6,65,B,59
40,731,2,67,B,65
41,731,1,68,B,67
42,731,6,74,B,68
43,731,3,77,B,74
44,731,3,100,L,77
0,732,2,2,B,0
1,732,3,5,B,2
2,732,4,31,L,5
3,732,1,32,B,31
4,732,4,44,L,32
5,732,4,48,B,44
6,732,3,67,L,48
7,732,5,72,B,67
8,732,1,73,B,72
9,732,4,77,B,73
10,732,5,82,B,77
11,732,6,88,B,82
12,732,2,90,B,88
13,732,4,94,B,90
14,732,4,78,S,94
15,732,2,100,L,78
0,733,1,38,L,0
1,733,3,41,B,38
2,733,6,26,S,41
3,733,6,32,B,26
4,733,5,37,B,32
5,733,5,42,B,37
6,733,1,43,B,42
7,733,5,48,B,43
8,733,3,67,L,48
9,733,2,69,B,67
10,733,6,75,B,69
11,733,6,81,B,75
12,733,3,84,B,81
13,733,5,89,B,84
14,733,6,75,S,89
15,733,4,79,B,75
16,733,6,85,B,79
17,733,2,24,S,85
18,733,3,27,B,24
19,733,4,31,B,27
20,733,3,34,B,31
21,733,5,39,B,34
22,733,1,40,B,39
23,733,1,41,B,40
24,733,4,45,B,41
25,733,5,50,B,45
26,733,2,52,B,50
27,733,1,53,B,52
28,733,1,54,B,53
29,733,6,60,B,54
30,733,5,65,B,60
31,733,3,68,B,65
32,733,2,70,B,68
33,733,5,75,B,70
34,733,4,79,B,75
35,733,4,83,B,79
36,733,5,88,B,83
37,733,5,73,S,88
38,733,1,74,B,73
39,733,4,78,B,74
40,733,5,83,B,78
41,733,3,86,B,83
42,733,2,88,B,86
43,733,5,73,S,88
44,733,5,78,B,73
45,733,5,83,B,78
46,733,3,86,B,83
47,733,1,24,S,86
48,733,6,30,B,24
49,733,4,34,B,30
50,733,4,38,B,34
51,733,5,43,B,38
52,733,6,11,S,43
53,733,1,12,B,11
54,733,5,17,B,12
55,733,2,19,B,17
56,733,4,23,B,19
57,733,2,25,B,23
58,733,2,27,B,25
59,733,6,33,B,27
60,733,2,35,B,33
61,733,5,40,B,35
62,733,3,43,B,40
63,733,3,46,B,43
64,733,5,67,L,46
65,733,2,69,B,67
66,733,5,74,B,69
67,733,4,78,B,74
68,733,6,84,B,78
69,733,2,86,B,84
70,733,2,88,B,86
71,733,2,90,B,88
72,733,4,94,B,90
73,733,4,78,S,94
74,733,5,83,B,78
75,733,6,89,B,83
76,733,5,94,B,89
77,733,3,97,B,94
78,733,6,100,B,97
0,734,1,38,L,0
1,734,2,40,B,38
2,734,3,43,B,40
3,734,3,46,B,43
4,734,6,52,B,46
5,734,6,58,B,52
6,734,6,60,S,58
7,734,3,63,B,60
8,734,1,60,S,63
9,734,3,63,B,60
10,734,3,66,B,63
11,734,5,81,L,66
12,734,1,82,B,81
13,734,2,84,B,82
14,734,2,86,B,84
15,734,3,89,B,86
16,734,3,92,B,89
17,734,6,78,S,92
18,734,3,81,B,78
19,734,5,86,B,81
20,734,6,92,B,86
21,734,1,73,S,92
22,734,4,77,B,73
23,734,6,83,B,77
24,734,4,24,S,83
25,734,3,27,B,24
26,734,1,84,L,27
27,734,2,86,B,84
28,734,2,88,B,86
29,734,5,73,S,88
30,734,4,77,B,73
31,734,3,100,L,77
0,735,5,5,B,0
1,735,6,11,B,5
2,735,1,12,B,11
3,735,5,17,B,12
4,735,3,20,B,17
5,735,3,23,B,20
6,735,6,29,B,23
7,735,4,33,B,29
8,735,4,37,B,33
9,735,1,38,B,37
10,735,5,43,B,38
11,735,6,11,S,43
12,735,4,15,B,11
13,735,2,17,B,15
14,735,2,19,B,17
15,735,3,22,B,19
16,735,6,84,L,22
17,735,5,89,B,84
18,735,4,73,S,89
19,735,1,74,B,73
20,735,4,78,B,74
21,735,3,81,B,78
22,735,1,82,B,81
23,735,1,83,B,82
24,735,6,89,B,83
25,735,5,94,B,89
26,735,5,99,B,94
27,735,2,100,B,99
0,736,2,2,B,0
1,736,3,5,B,2
2,736,1,6,B,5
3,736,6,12,B,6
4,736,5,17,B,12
5,736,3,20,B,17
6,736,4,24,B,20
7,736,2,26,B,24
8,736,5,31,B,26
9,736,3,34,B,31
10,736,6,40,B,34
11,736,6,46,B,40
12,736,4,50,B,46
13,736,4,54,B,50
14,736,3,57,B,54
15,736,6,63,B,57
16,736,5,68,B,63
17,736,1,69,B,68
18,736,5,74,B,69
19,736,1,75,B,74
20,736,3,78,B,75
21,736,4,82,B,78
22,736,6,88,B,82
23,736,1,89,B,88
24,736,3,92,B,89
25,736,4,96,B,92
26,736,5,100,B,96
0,737,2,2,B,0
1,737,4,6,B,2
2,737,5,11,B,6
3,737,1,12,B,11
4,737,4,6,S,12
5,737,2,8,B,6
6,737,2,10,B,8
7,737,3,13,B,10
8,737,5,18,B,13
9,737,6,24,B,18
10,737,3,27,B,24
11,737,2,29,B,27
12,737,2,31,B,29
13,737,4,35,B,31
14,737,2,37,B,35
15,737,2,39,B,37
16,737,2,41,B,39
17,737,3,44,B,41
18,737,2,46,B,44
19,737,3,11,S,46
20,737,1,12,B,11
21,737,4,6,S,12
22,737,4,10,B,6
23,737,6,6,S,10
24,737,5,11,B,6
25,737,4,15,B,11
26,737,4,19,B,15
27,737,4,23,B,19
28,737,4,27,B,23
29,737,4,31,B,27
30,737,2,33,B,31
31,737,2,35,B,33
32,737,3,38,B,35
33,737,3,41,B,38
34,737,5,46,B,41
35,737,5,67,L,46
36,737,1,68,B,67
37,737,5,73,B,68
38,737,1,74,B,73
39,737,5,79,B,74
40,737,5,84,B,79
41,737,4,88,B,84
42,737,3,91,B,88
43,737,5,96,B,91
44,737,4,100,B,96
0,738,1,38,L,0
1,738,5,43,B,38
2,738,2,45,B,43
3,738,2,26,S,45
4,738,1,27,B,26
5,738,3,30,B,27
6,738,2,32,B,30
7,738,3,35,B,32
8,738,6,41,B,35
9,738,5,46,B,41
10,738,1,26,S,46
11,738,3,29,B,26
12,738,2,31,B,29
13,738,3,34,B,31
14,738,1,35,B,34
15,738,5,40,B,35
16,738,5,45,B,40
17,738,5,50,B,45
18,738,6,53,S,50
19,738,6,59,B,53
20,738,1,60,B,59
21,738,3,63,B,60
22,738,3,66,B,63
23,738,5,81,L,66
24,738,5,86,B,81
25,738,2,88,B,86
26,738,4,92,B,88
27,738,6,78,S,92
28,738,5,83,B,78
29,738,3,86,B,83
30,738,3,89,B,86
31,738,6,75,S,89
32,738,1,76,B,75
33,738,1,77,B,76
34,738,4,81,B,77
35,738,6,24,S,81
36,738,3,27,B,24
37,738,4,31,B,27
38,738,6,37,B,31
39,738,3,40,B,37
40,738,2,42,B,40
41,738,3,45,B,42
42,738,6,67,L,45
43,738,1,68,B,67
44,738,4,72,B,68
45,738,4,76,B,72
46,738,2,78,B,76
47,738,4,82,B,78
48,738,3,85,B,82
49,738,1,86,B,85
50,738,3,89,B,86
51,738,2,91,B,89
52,738,2,73,S,91
53,738,5,78,B,73
54,738,2,100,L,78
0,739,3,3,B,0
1,739,4,7,B,3
2,739,5,12,B,7
3,739,6,18,B,12
4,739,5,23,B,18
5,739,5,84,L,23
6,739,1,85,B,84
7,739,6,91,B,85
8,739,3,94,B,91
9,739,5,99,B,94
10,739,3,100,B,99
0,740,3,3,B,0
1,740,6,31,L,3
2,740,4,35,B,31
3,740,5,40,B,35
4,740,5,45,B,40
5,740,3,48,B,45
6,740,5,53,B,48
7,740,1,54,B,53
8,740,5,59,B,54
9,740,1,60,B,59
10,740,6,66,B,60
11,740,1,67,B,66
12,740,3,70,B,67
13,740,6,76,B,70
14,740,6,82,B,76
15,740,5,24,S,82
16,740,5,29,B,24
17,740,1,30,B,29
18,740,6,44,L,30
19,740,2,46,B,44
20,740,2,48,B,46
21,740,2,50,B,48
22,740,1,67,L,50
23,740,1,68,B,67
24,740,1,69,B,68
25,740,3,72,B,69
26,740,3,75,B,72
27,740,1,76,B,75
28,740,3,79,B,76
29,740,3,82,B,79
30,740,4,86,B,82
31,740,3,89,B,86
32,740,6,75,S,89
33,740,6,81,B,75
34,740,6,24,S,81
35,740,2,26,B,24
36,740,4,30,B,26
37,740,6,44,L,30
38,740,4,48,B,44
39,740,5,53,B,48
40,740,4,57,B,53
41,740,4,61,B,57
42,740,6,67,B,61
43,740,3,70,B,67
44,740,6,76,B,70
45,740,2,78,B,76
46,740,3,81,B,78
47,740,6,24,S,81
48,740,2,26,B,24
49,740,3,29,B,26
50,740,5,34,B,29
51,740,4,38,B,34
52,740,3,41,B,38
53,740,4,45,B,41
54,740,4,11,S,45
55,740,5,6,S,11
56,740,1,7,B,6
57,740,1,8,B,7
58,740,3,11,B,8
59,740,3,14,B,11
60,740,6,20,B,14
61,740,6,26,B,20
62,740,5,31,B,26
63,740,4,35,B,31
64,740,5,40,B,35
65,740,3,43,B,40
66,740,4,26,S,43
67,740,5,31,B,26
68,740,5,44,L,31
69,740,2,46,B,44
70,740,6,52,B,46
71,740,6,58,B,52
72,740,6,60,S,58
73,740,2,19,S,60
74,740,1,20,B,19
75,740,1,42,L,20
76,740,6,48,B,42
77,740,3,67,L,48
78,740,3,70,B,67
79,740,4,74,B,70
80,740,1,75,B,74
81,740,4,79,B,75
82,740,3,82,B,79
83,740,4,86,B,82
84,740,2,88,B,86
85,740,6,94,B,88
86,740,1,75,S,94
87,740,1,76,B,75
88,740,5,81,B,76
89,740,4,85,B,81
90,740,5,90,B,85
91,740,4,94,B,90
92,740,6,100,B,94
0,741,2,2,B,0
1,741,1,3,B,2
2,741,5,8,B,3
3,741,1,31,L,8
4,741,3,34,B,31
5,741,1,35,B,34
6,741,3,38,B,35
7,741,2,40,B,38
8,741,1,41,B,40
9,741,4,45,B,41
10,741,4,11,S,45
11,741,3,14,B,11
12,741,5,19,B,14
13,741,4,23,B,19
14,741,1,24,B,23
15,741,6,30,B,24
16,741,2,32,B,30
17,741,6,38,B,32
18,741,4,42,B,38
19,741,3,45,B,42
20,741,1,46,B,45
21,741,4,50,B,46
22,741,4,54,B,50
23,741,5,59,B,54
24,741,1,60,B,59
25,741,6,66,B,60
26,741,5,81,L,66
27,741,2,83,B,81
28,741,6,89,B,83
29,741,1,90,B,89
30,741,6,96,B,90
31,741,5,100,B,96
0,742,6,6,B,0
1,742,1,7,B,6
2,742,5,12,B,7
3,742,1,13,B,12
4,742,6,19,B,13
5,742,6,25,B,19
6,742,1,26,B,25
7,742,2,84,L,26
8,742,3,24,S,84
9,742,5,29,B,24
10,742,5,34,B,29
11,742,6,40,B,34
12,742,6,46,B,40
13,742,5,67,L,46
14,742,4,81,L,67
15,742,4,85,B,81
16,742,2,24,S,85
17,742,5,29,B,24
18,742,3,32,B,29
19,742,1,33,B,32
20,742,2,35,B,33
21,742,6,41,B,35
22,742,4,45,B,41
23,742,2,26,S,45
24,742,6,32,B,26
25,742,4,44,L,32
26,742,5,11,S,44
27,742,3,14,B,11
28,742,2,6,S,14
29,742,3,31,L,6
30,742,1,32,B,31
31,742,6,38,B,32
32,742,1,39,B,38
33,742,1,40,B,39
34,742,3,43,B,40
35,742,5,48,B,43
36,742,1,11,S,48
37,742,6,17,B,11
38,742,5,22,B,17
39,742,1,23,B,22
40,742,5,84,L,23
41,742,3,24,S,84
42,742,1,25,B,24
43,742,4,29,B,25
44,742,2,31,B,29
45,742,1,32,B,31
46,742,1,33,B,32
47,742,1,34,B,33
48,742,4,38,B,34
49,742,1,39,B,38
50,742,4,43,B,39
51,742,1,44,B,43
52,742,5,11,S,44
53,742,1,12,B,11
54,742,1,13,B,12
55,742,1,14,B,13
56,742,4,18,B,14
57,742,6,24,B,18
58,742,6,30,B,24
59,742,1,31,B,30
60,742,6,37,B,31
61,742,2,39,B,37
62,742,2,41,B,39
63,742,1,42,B,41
64,742,4,46,B,42
65,742,6,52,B,46
66,742,1,53,B,52
67,742,1,54,B,53
68,742,1,55,B,54
69,742,2,57,B,55
70,742,2,59,B,57
71,742,2,61,B,59
72,742,3,60,S,61
73,742,4,60,S,60
74,742,1,61,B,60
75,742,4,65,B,61
76,742,4,69,B,65
77,742,4,73,B,69
78,742,1,74,B,73
79,742,1,75,B,74
80,742,6,81,B,75
81,742,5,86,B,81
82,742,4,90,B,86
83,742,2,92,B,90
84,742,5,97,B,92
85,742,2,99,B,97
86,742,1,100,B,99
