,n,die,end,kind,start
18,423,1,29,B,28
19,423,1,30,B,29
20,423,6,36,B,30
21,423,5,41,B,36
22,423,2,50,L,41
23,423,2,28,S,50
24,423,4,46,L,28
25,423,5,51,B,46
26,423,1,28,S,51
27,423,5,33,B,28
28,423,6,39,B,33
29,423,5,8,S,39
30,423,6,14,B,8
31,423,5,53,L,14
32,423,1,54,B,53
33,423,3,57,B,54
34,423,6,63,B,57
35,423,2,65,B,63
36,423,4,69,B,65
37,423,5,51,S,69
38,423,3,54,B,51
39,423,3,57,B,54
40,423,5,62,B,57
41,423,5,67,B,62
42,423,2,69,B,67
43,423,5,51,S,69
44,423,4,55,B,51
45,423,2,57,B,55
46,423,5,62,B,57
47,423,2,64,B,62
48,423,1,65,B,64
49,423,2,67,B,65
50,423,6,73,B,67
51,423,3,76,B,73
52,423,4,80,B,76
53,423,1,81,B,80
54,423,3,84,B,81
55,423,2,86,B,84
56,423,1,87,B,86
57,423,6,93,B,87
58,423,1,95,L,93
59,423,3,75,S,95
60,423,3,78,B,75
61,423,5,83,B,78
62,423,1,84,B,83
63,423,5,96,L,84
64,423,5,100,B,96
0,424,5,5,B,0
1,424,4,9,B,5
2,424,1,7,S,9
3,424,4,11,B,7
4,424,1,12,B,11
5,424,5,17,B,12
6,424,1,18,B,17
7,424,2,18,S,18
8,424,5,23,B,18
9,424,3,26,B,23
10,424,2,28,B,26
11,424,5,33,B,28
12,424,6,39,B,33
13,424,2,41,B,39
14,424,4,45,B,41
15,424,4,49,B,45
16,424,1,50,B,49
17,424,4,54,B,50
18,424,4,58,B,54
19,424,3,61,B,58
20,424,6,67,B,61
21,424,3,70,B,67
22,424,1,71,B,70
23,424,2,73,B,71
24,424,6,90,L,73
25,424,2,92,B,90
26,424,4,96,B,92
27,424,2,75,S,96
28,424,3,78,B,75
29,424,2,80,B,78
30,424,4,84,B,80
31,424,5,96,L,84
32,424,6,100,B,96
0,425,4,4,B,0
1,425,1,5,B,4
2,425,3,8,B,5
3,425,2,7,S,8
4,425,3,7,S,7
5,425,4,11,B,7
6,425,4,15,B,11
7,425,1,16,B,15
8,425,4,18,S,16
9,425,2,18,S,18
10,425,5,23,B,18
11,425,3,26,B,23
12,425,5,31,B,26
13,425,5,36,B,31
14,425,3,39,B,36
15,425,5,8,S,39
16,425,6,14,B,8
17,425,3,17,B,14
18,425,1,18,B,17
19,425,2,18,S,18
20,425,6,24,B,18
21,425,2,26,B,24
22,425,6,46,L,26
23,425,3,49,B,46
24,425,6,55,B,49
25,425,2,57,B,55
26,425,6,63,B,57
27,425,3,71,L,63
28,425,2,73,B,71
29,425,5,78,B,73
30,425,6,84,B,78
31,425,6,90,B,84
32,425,4,95,L,90
33,425,5,100,B,95
0,426,2,25,L,0
1,426,2,27,B,25
2,426,4,31,B,27
3,426,3,34,B,31
4,426,5,39,B,34
5,426,4,50,L,39
6,426,6,56,B,50
7,426,3,83,L,56
8,426,4,87,B,83
9,426,3,90,B,87
10,426,1,91,B,90
11,426,6,97,B,91
12,426,1,75,S,97
13,426,6,81,B,75
14,426,4,85,B,81
15,426,1,86,B,85
16,426,1,87,B,86
17,426,2,96,L,87
18,426,5,100,B,96
0,427,5,5,B,0
1,427,4,9,B,5
2,427,2,11,B,9
3,427,5,16,B,11
4,427,4,18,S,16
5,427,3,48,L,18
6,427,1,49,B,48
7,427,6,55,B,49
8,427,2,57,B,55
9,427,6,63,B,57
10,427,6,69,B,63
11,427,6,75,B,69
12,427,4,90,L,75
13,427,5,95,B,90
14,427,1,96,B,95
15,427,6,100,B,96
0,428,6,4,S,0
1,428,2,4,S,4
2,428,1,5,B,4
3,428,6,11,B,5
4,428,2,13,B,11
5,428,2,15,B,13
6,428,2,17,B,15
7,428,4,48,L,17
8,428,6,54,B,48
9,428,3,57,B,54
10,428,5,62,B,57
11,428,4,71,L,62
12,428,1,72,B,71
13,428,5,77,B,72
14,428,6,83,B,77
15,428,1,84,B,83
16,428,4,88,B,84
17,428,1,96,L,88
18,428,6,100,B,96
0,429,3,3,B,0
1,429,6,9,B,3
2,429,6,15,B,9
3,429,2,17,B,15
4,429,5,22,B,17
5,429,1,23,B,22
6,429,4,27,B,23
7,429,4,31,B,27
8,429,6,37,B,31
9,429,4,41,B,37
10,429,2,50,L,41
11,429,3,53,B,50
12,429,2,55,B,53
13,429,4,83,L,55
14,429,4,87,B,83
15,429,1,88,B,87
16,429,2,90,B,88
17,429,6,96,B,90
18,429,1,97,B,96
19,429,4,100,B,97
0,430,6,4,S,0
1,430,3,7,B,4
2,430,1,8,B,7
3,430,5,13,B,8
4,430,4,17,B,13
5,430,4,48,L,17
6,430,3,51,B,48
7,430,4,55,B,51
8,430,6,61,B,55
9,430,4,65,B,61
10,430,2,67,B,65
11,430,1,65,S,67
12,430,1,71,L,65
13,430,1,72,B,71
14,430,6,78,B,72
15,430,4,45,S,78
16,430,4,49,B,45
17,430,6,55,B,49
18,430,1,56,B,55
19,430,5,61,B,56
20,430,6,67,B,61
21,430,1,65,S,67
22,430,5,70,B,65
23,430,5,75,B,70
24,430,2,77,B,75
25,430,5,45,S,77
26,430,2,47,B,45
27,430,3,50,B,47
28,430,5,55,B,50
29,430,5,60,B,55
30,430,1,61,B,60
31,430,4,65,B,61
32,430,5,70,B,65
33,430,6,76,B,70
34,430,4,80,B,76
35,430,2,45,S,80
36,430,2,47,B,45
37,430,3,50,B,47
38,430,5,55,B,50
39,430,5,60,B,55
40,430,4,64,B,60
41,430,4,65,S,64
42,430,5,70,B,65
43,430,3,73,B,70
44,430,4,77,B,73
45,430,1,78,B,77
46,430,5,83,B,78
47,430,5,88,B,83
48,430,5,93,B,88
49,430,1,95,L,93
50,430,5,100,B,95
0,431,5,5,B,0
1,431,2,7,B,5
2,431,4,11,B,7
3,431,1,12,B,11
4,431,1,13,B,12
5,431,6,53,L,13
6,431,5,58,B,53
7,431,4,62,B,58
8,431,1,63,B,62
9,431,2,65,B,63
10,431,2,67,B,65
11,431,4,71,B,67
12,431,1,72,B,71
13,431,4,76,B,72
14,431,6,45,S,76
15,431,6,51,B,45
16,431,4,55,B,51
17,431,6,61,B,55
18,431,1,62,B,61
19,431,3,65,B,62
20,431,1,71,L,65
21,431,5,76,B,71
22,431,1,77,B,76
23,431,1,78,B,77
24,431,2,80,B,78
25,431,6,86,B,80
26,431,2,88,B,86
27,431,2,90,B,88
28,431,2,92,B,90
29,431,6,75,S,92
30,431,3,78,B,75
31,431,2,80,B,78
32,431,5,85,B,80
33,431,4,96,L,85
34,431,4,100,B,96
0,432,2,25,L,0
1,432,6,31,B,25
2,432,5,36,B,31
3,432,1,37,B,36
4,432,2,39,B,37
5,432,4,50,L,39
6,432,4,54,B,50
7,432,6,60,B,54
8,432,1,61,B,60
9,432,3,64,B,61
10,432,3,67,B,64
11,432,1,65,S,67
12,432,6,71,B,65
13,432,4,75,B,71
14,432,2,77,B,75
15,432,5,45,S,77
16,432,2,47,B,45
17,432,5,28,S,47
18,432,5,33,B,28
19,432,3,36,B,33
20,432,6,42,B,36
21,432,6,48,B,42
22,432,2,50,B,48
23,432,2,28,S,50
24,432,2,30,B,28
25,432,1,31,B,30
26,432,5,36,B,31
27,432,3,39,B,36
28,432,3,42,B,39
29,432,3,45,B,42
30,432,4,49,B,45
31,432,1,50,B,49
32,432,4,54,B,50
33,432,3,57,B,54
34,432,3,60,B,57
35,432,6,71,L,60
36,432,2,73,B,71
37,432,5,78,B,73
38,432,6,84,B,78
39,432,6,90,B,84
40,432,3,93,B,90
41,432,2,95,B,93
42,432,3,75,S,95
43,432,3,78,B,75
44,432,1,90,L,78
45,432,4,95,L,90
46,432,3,75,S,95
47,432,2,77,B,75
48,432,3,80,B,77
49,432,4,84,B,80
50,432,3,87,B,84
51,432,2,96,L,87
52,432,4,100,B,96
0,433,1,1,B,0
1,433,3,4,B,1
2,433,1,5,B,4
3,433,5,7,S,5
4,433,4,11,B,7
5,433,5,16,B,11
6,433,2,18,B,16
7,433,2,18,S,18
8,433,5,23,B,18
9,433,5,28,B,23
10,433,6,34,B,28
11,433,1,35,B,34
12,433,2,37,B,35
13,433,5,42,B,37
14,433,2,8,S,42
15,433,2,7,S,8
16,433,5,12,B,7
17,433,6,18,B,12
18,433,4,22,B,18
19,433,4,26,B,22
20,433,3,29,B,26
21,433,5,34,B,29
22,433,1,35,B,34
23,433,1,36,B,35
24,433,1,37,B,36
25,433,1,13,S,37
26,433,2,15,B,13
27,433,6,48,L,15
28,433,4,28,S,48
29,433,3,31,B,28
30,433,5,36,B,31
31,433,1,37,B,36
32,433,4,41,B,37
33,433,1,42,B,41
34,433,2,8,S,42
35,433,1,9,B,8
36,433,2,11,B,9
37,433,3,14,B,11
38,433,5,53,L,14
39,433,4,57,B,53
40,433,5,62,B,57
41,433,5,67,B,62
42,433,1,65,S,67
43,433,4,69,B,65
44,433,4,73,B,69
45,433,3,76,B,73
46,433,2,78,B,76
47,433,1,90,L,78
48,433,3,93,B,90
49,433,5,75,S,93
50,433,5,80,B,75
51,433,3,83,B,80
52,433,2,85,B,83
53,433,4,96,L,85
54,433,3,99,B,96
55,433,4,100,B,99
0,434,3,3,B,0
1,434,2,5,B,3
2,434,1,4,S,5
3,434,6,7,S,4
4,434,1,8,B,7
5,434,6,14,B,8
6,434,4,18,B,14
7,434,3,48,L,18
8,434,6,54,B,48
9,434,2,56,B,54
10,434,1,57,B,56
11,434,6,63,B,57
12,434,5,65,S,63
13,434,2,67,B,65
14,434,1,65,S,67
15,434,3,65,S,65
16,434,5,70,B,65
17,434,6,76,B,70
18,434,2,78,B,76
19,434,4,45,S,78
20,434,4,49,B,45
21,434,1,50,B,49
22,434,6,56,B,50
23,434,2,58,B,56
24,434,5,63,B,58
25,434,4,67,B,63
26,434,2,69,B,67
27,434,1,70,B,69
28,434,6,76,B,70
29,434,1,77,B,76
30,434,5,45,S,77
31,434,6,51,B,45
32,434,1,28,S,51
33,434,2,30,B,28
34,434,2,46,L,30
35,434,5,51,B,46
36,434,3,54,B,51
37,434,5,83,L,54
38,434,2,85,B,83
39,434,1,86,B,85
40,434,6,92,B,86
41,434,3,95,B,92
42,434,5,100,B,95
0,435,3,3,B,0
1,435,6,9,B,3
2,435,3,12,B,9
3,435,4,16,B,12
4,435,4,18,S,16
5,435,2,18,S,18
6,435,5,23,B,18
7,435,5,28,B,23
8,435,1,29,B,28
9,435,3,46,L,29
10,435,3,49,B,46
11,435,6,55,B,49
12,435,5,60,B,55
13,435,2,62,B,60
14,435,3,65,B,62
15,435,5,70,B,65
16,435,5,75,B,70
17,435,1,76,B,75
18,435,1,77,B,76
19,435,6,83,B,77
20,435,6,96,L,83
21,435,4,100,B,96
0,436,6,4,S,0
1,436,6,7,S,4
2,436,1,8,B,7
3,436,1,9,B,8
4,436,1,7,S,9
5,436,3,7,S,7
6,436,5,12,B,7
7,436,2,14,B,12
8,436,5,53,L,14
9,436,3,56,B,53
10,436,4,60,B,56
11,436,4,64,B,60
12,436,6,70,B,64
13,436,6,76,B,70
14,436,1,77,B,76
15,436,3,80,B,77
16,436,6,86,B,80
17,436,2,88,B,86
18,436,1,96,L,88
19,436,2,75,S,96
20,436,1,76,B,75
21,436,6,45,S,76
22,436,1,46,B,45
23,436,6,28,S,46
24,436,1,29,B,28
25,436,1,30,B,29
26,436,3,33,B,30
27,436,2,35,B,33
28,436,1,36,B,35
29,436,5,41,B,36
30,436,3,8,S,41
31,436,1,9,B,8
32,436,4,13,B,9
33,436,3,16,B,13
34,436,6,22,B,16
35,436,6,28,B,22
36,436,2,30,B,28
37,436,1,31,B,30
38,436,1,46,L,31
39,436,4,50,B,46
40,436,1,51,B,50
41,436,6,57,B,51
42,436,4,61,B,57
43,436,5,71,L,61
44,436,1,72,B,71
45,436,5,77,B,72
46,436,4,81,B,77
47,436,3,84,B,81
48,436,2,86,B,84
49,436,3,96,L,86
50,436,3,99,B,96
51,436,3,100,B,99
0,437,4,4,B,0
1,437,4,8,B,4
2,437,3,11,B,8
3,437,2,13,B,11
4,437,6,53,L,13
5,437,1,54,B,53
6,437,1,55,B,54
7,437,2,57,B,55
8,437,3,60,B,57
9,437,4,64,B,60
10,437,1,65,B,64
11,437,4,69,B,65
12,437,1,70,B,69
13,437,6,76,B,70
14,437,5,81,B,76
15,437,2,83,B,81
16,437,1,84,B,83
17,437,3,87,B,84
18,437,1,88,B,87
19,437,3,91,B,88
20,437,6,97,B,91
21,437,3,100,B,97
0,438,4,4,B,0
1,438,3,7,B,4
2,438,3,7,S,7
3,438,2,9,B,7
4,438,1,7,S,9
5,438,2,9,B,7
6,438,1,7,S,9
7,438,6,13,B,7
8,438,2,15,B,13
9,438,1,16,B,15
10,438,6,22,B,16
11,438,4,26,B,22
12,438,5,31,B,26
13,438,5,36,B,31
14,438,4,40,B,36
15,438,3,50,L,40
16,438,5,55,B,50
17,438,5,60,B,55
18,438,4,64,B,60
19,438,4,65,S,64
20,438,2,67,B,65
21,438,4,71,B,67
22,438,4,75,B,71
23,438,4,90,L,75
24,438,4,95,L,90
25,438,3,75,S,95
26,438,3,78,B,75
27,438,3,81,B,78
28,438,4,85,B,81
29,438,5,90,B,85
30,438,3,93,B,90
31,438,4,97,B,93
32,438,4,100,B,97
0,439,3,3,B,0
1,439,3,4,S,3
2,439,1,5,B,4
3,439,4,9,B,5
4,439,6,15,B,9
5,439,4,53,L,15
6,439,1,54,B,53
7,439,4,58,B,54
8,439,6,64,B,58
9,439,3,67,B,64
10,439,4,71,B,67
11,439,4,75,B,71
12,439,5,80,B,75
13,439,5,85,B,80
14,439,2,87,B,85
15,439,3,90,B,87
16,439,6,96,B,90
17,439,1,97,B,96
18,439,6,100,B,97
0,440,4,4,B,0
1,440,6,7,S,4
2,440,1,8,B,7
3,440,2,7,S,8
4,440,4,11,B,7
5,440,2,13,B,11
6,440,5,18,B,13
7,440,4,22,B,18
8,440,1,23,B,22
9,440,4,27,B,23
10,440,6,33,B,27
11,440,6,39,B,33
12,440,5,8,S,39
13,440,4,12,B,8
14,440,6,18,B,12
15,440,4,22,B,18
16,440,3,25,B,22
17,440,3,28,B,25
18,440,1,29,B,28
19,440,3,46,L,29
20,440,5,51,B,46
21,440,2,53,B,51
22,440,1,54,B,53
23,440,4,58,B,54
24,440,4,62,B,58
25,440,6,65,S,62
26,440,1,71,L,65
27,440,1,72,B,71
28,440,4,76,B,72
29,440,5,81,B,76
30,440,5,86,B,81
31,440,2,88,B,86
32,440,4,92,B,88
33,440,4,96,B,92
34,440,2,75,S,96
35,440,4,90,L,75
36,440,4,95,L,90
37,440,3,75,S,95
38,440,1,76,B,75
39,440,3,90,L,76
40,440,1,91,B,90
41,440,5,96,B,91
42,440,3,99,B,96
43,440,4,100,B,99
0,441,2,25,L,0
1,441,2,27,B,25
2,441,6,33,B,27
3,441,1,34,B,33
4,441,1,35,B,34
5,441,6,41,B,35
6,441,4,45,B,41
7,441,3,48,B,45
8,441,5,53,B,48
9,441,6,83,L,53
10,441,1,84,B,83
11,441,2,86,B,84
12,441,2,88,B,86
13,441,2,90,B,88
14,441,6,96,B,90
15,441,4,100,B,96
0,442,3,3,B,0
1,442,6,9,B,3
2,442,1,7,S,9
3,442,2,9,B,7
4,442,4,13,B,9
5,442,2,15,B,13
6,442,5,18,S,15
7,442,4,22,B,18
8,442,3,25,B,22
9,442,1,26,B,25
10,442,2,28,B,26
11,442,5,33,B,28
12,442,3,36,B,33
13,442,1,37,B,36
14,442,2,39,B,37
15,442,1,40,B,39
16,442,5,45,B,40
17,442,5,50,B,45
18,442,4,54,B,50
19,442,5,83,L,54
20,442,4,87,B,83
21,442,1,88,B,87
22,442,3,91,B,88
23,442,6,97,B,91
24,442,4,100,B,97
0,443,2,25,L,0
1,443,3,28,B,25
2,443,1,29,B,28
3,443,3,46,L,29
4,443,3,49,B,46
5,443,3,28,S,49
6,443,4,46,L,28
7,443,2,48,B,46
8,443,5,53,B,48
9,443,4,57,B,53
10,443,6,63,B,57
11,443,6,69,B,63
12,443,1,70,B,69
13,443,4,51,S,70
14,443,3,54,B,51
15,443,5,83,L,54
16,443,2,85,B,83
17,443,3,88,B,85
18,443,3,91,B,88
19,443,4,95,B,91
20,443,6,100,B,95
0,444,3,3,B,0
1,444,5,8,B,3
2,444,3,11,B,8
3,444,1,12,B,11
4,444,2,14,B,12
5,444,1,15,B,14
6,444,3,18,B,15
7,444,5,23,B,18
8,444,6,29,B,23
9,444,4,33,B,29
10,444,3,36,B,33
11,444,2,13,S,36
12,444,2,15,B,13
13,444,6,48,L,15
14,444,3,51,B,48
15,444,6,57,B,51
16,444,4,61,B,57
17,444,2,63,B,61
18,444,4,67,B,63
19,444,5,72,B,67
20,444,1,73,B,72
21,444,5,78,B,73
22,444,4,45,S,78
23,444,4,49,B,45
24,444,2,51,B,49
25,444,6,57,B,51
26,444,4,61,B,57
27,444,2,63,B,61
28,444,1,64,B,63
29,444,3,67,B,64
30,444,4,71,B,67
31,444,1,72,B,71
32,444,6,78,B,72
33,444,1,90,L,78
34,444,4,95,L,90
35,444,2,97,B,95
36,444,4,100,B,97
0,445,6,4,S,0
1,445,3,7,B,4
2,445,4,11,B,7
3,445,2,13,B,11
4,445,2,15,B,13
5,445,6,48,L,15
6,445,6,54,B,48
7,445,4,58,B,54
8,445,1,83,L,58
9,445,3,86,B,83
10,445,6,92,B,86
11,445,2,95,L,92
12,445,6,100,B,95
0,446,4,4,B,0
1,446,4,8,B,4
2,446,5,13,B,8
3,446,6,53,L,13
4,446,6,83,L,53
5,446,5,88,B,83
6,446,5,93,B,88
7,446,1,95,L,93
8,446,5,100,B,95
0,447,3,3,B,0
1,447,1,4,B,3
2,447,2,4,S,4
3,447,5,9,B,4
4,447,1,7,S,9
5,447,2,9,B,7
6,447,1,7,S,9
7,447,1,8,B,7
8,447,5,13,B,8
9,447,5,18,B,13
10,447,5,23,B,18
11,447,1,24,B,23
12,447,1,25,B,24
13,447,5,30,B,25
14,447,1,31,B,30
15,447,1,46,L,31
16,447,2,48,B,46
17,447,2,50,B,48
18,447,5,55,B,50
19,447,6,61,B,55
20,447,2,63,B,61
21,447,3,71,L,63
22,447,5,76,B,71
23,447,2,78,B,76
24,447,6,84,B,78
25,447,3,87,B,84
26,447,4,91,B,87
27,447,2,93,B,91
28,447,6,99,B,93
29,447,2,100,B,99
0,448,4,4,B,0
1,448,2,4,S,4
2,448,4,8,B,4
3,448,2,7,S,8
4,448,1,8,B,7
5,448,4,12,B,8
6,448,4,16,B,12
7,448,4,18,S,16
8,448,3,48,L,18
9,448,2,50,B,48
10,448,5,55,B,50
11,448,3,58,B,55
12,448,2,60,B,58
13,448,1,61,B,60
14,448,4,65,B,61
15,448,1,71,L,65
16,448,3,51,S,71
17,448,2,53,B,51
18,448,5,58,B,53
19,448,2,60,B,58
20,448,1,61,B,60
21,448,5,71,L,61
22,448,2,73,B,71
23,448,6,90,L,73
24,448,4,95,L,90
25,448,3,75,S,95
26,448,6,81,B,75
27,448,5,86,B,81
28,448,3,96,L,86
29,448,5,100,B,96
0,449,3,3,B,0
1,449,5,8,B,3
2,449,1,9,B,8
3,449,3,12,B,9
4,449,1,13,B,12
5,449,1,14,B,13
6,449,4,18,B,14
7,449,5,23,B,18
8,449,2,25,B,23
9,449,5,30,B,25
10,449,6,36,B,30
11,449,6,42,B,36
12,449,1,50,L,42
13,449,6,56,B,50
14,449,2,58,B,56
15,449,5,63,B,58
16,449,6,69,B,63
17,449,6,75,B,69
18,449,6,81,B,75
19,449,3,84,B,81
20,449,6,90,B,84
21,449,6,96,B,90
22,449,6,100,B,96
0,450,2,25,L,0
1,450,2,27,B,25
2,450,5,46,L,27
3,450,6,28,S,46
4,450,1,29,B,28
5,450,3,46,L,29
6,450,2,48,B,46
7,450,1,49,B,48
8,450,3,28,S,49
9,450,5,33,B,28
10,450,1,34,B,33
11,450,1,35,B,34
12,450,1,36,B,35
13,450,3,39,B,36
14,450,4,50,L,39
15,450,4,54,B,50
16,450,4,58,B,54
17,450,3,61,B,58
18,450,5,71,L,61
19,450,6,77,B,71
20,450,3,80,B,77
21,450,5,85,B,80
22,450,4,96,L,85
23,450,4,100,B,96
0,451,5,5,B,0
1,451,4,9,B,5
2,451,2,11,B,9
3,451,2,13,B,11
4,451,4,17,B,13
5,451,5,22,B,17
6,451,5,27,B,22
7,451,5,46,L,27
8,451,6,28,S,46
9,451,2,30,B,28
10,451,1,31,B,30
11,451,6,37,B,31
12,451,1,13,S,37
13,451,3,16,B,13
14,451,3,53,L,16
15,451,4,57,B,53
16,451,1,58,B,57
17,451,2,60,B,58
18,451,3,63,B,60
19,451,2,65,B,63
20,451,6,71,B,65
21,451,3,51,S,71
22,451,6,57,B,51
23,451,4,61,B,57
24,451,1,62,B,61
25,451,1,63,B,62
26,451,2,65,B,63
27,451,6,71,B,65
28,451,3,51,S,71
29,451,6,57,B,51
30,451,4,61,B,57
31,451,1,62,B,61
32,451,5,67,B,62
33,451,3,70,B,67
34,451,6,76,B,70
35,451,5,81,B,76
36,451,1,45,S,81
37,451,6,51,B,45
38,451,3,54,B,51
39,451,6,60,B,54
40,451,2,62,B,60
41,451,1,63,B,62
42,451,2,65,B,63
43,451,6,71,B,65
44,451,4,75,B,71
45,451,5,80,B,75
46,451,5,85,B,80
47,451,6,91,B,85
48,451,3,95,L,91
49,451,1,96,B,95
50,451,3,99,B,96
51,451,2,100,B,99
0,452,3,3,B,0
1,452,1,4,B,3
2,452,1,5,B,4
3,452,1,4,S,5
4,452,6,7,S,4
5,452,4,11,B,7
6,452,2,13,B,11
7,452,4,17,B,13
8,452,5,22,B,17
9,452,1,23,B,22
10,452,6,29,B,23
11,452,6,35,B,29
12,452,5,40,B,35
13,452,2,42,B,40
14,452,6,48,B,42
15,452,5,53,B,48
16,452,2,55,B,53
17,452,3,58,B,55
18,452,4,62,B,58
19,452,5,67,B,62
20,452,2,69,B,67
21,452,4,73,B,69
22,452,4,77,B,73
23,452,1,78,B,77
24,452,5,83,B,78
25,452,6,96,L,83
26,452,5,100,B,96
0,453,5,5,B,0
1,453,3,8,B,5
2,453,2,7,S,8
3,453,3,7,S,7
4,453,6,13,B,7
5,453,1,14,B,13
6,453,2,16,B,14
7,453,2,18,B,16
8,453,6,24,B,18
9,453,2,26,B,24
10,453,2,28,B,26
11,453,6,34,B,28
12,453,1,35,B,34
13,453,6,41,B,35
14,453,1,42,B,41
15,453,2,8,S,42
16,453,1,9,B,8
17,453,6,15,B,9
18,453,3,18,B,15
19,453,3,48,L,18
20,453,6,54,B,48
21,453,3,57,B,54
22,453,3,60,B,57
23,453,2,62,B,60
24,453,1,63,B,62
25,453,2,65,B,63
26,453,2,67,B,65
27,453,1,65,S,67
28,453,6,71,B,65
29,453,6,77,B,71
30,453,4,81,B,77
31,453,5,86,B,81
32,453,1,87,B,86
33,453,3,90,B,87
34,453,1,91,B,90
35,453,2,93,B,91
36,453,2,95,B,93
37,453,4,99,B,95
38,453,6,100,B,99
0,454,3,3,B,0
1,454,1,4,B,3
2,454,2,4,S,4
3,454,6,7,S,4
4,454,4,11,B,7
5,454,1,12,B,11
6,454,2,14,B,12
7,454,6,18,S,14
8,454,2,18,S,18
9,454,6,24,B,18
10,454,1,25,B,24
11,454,5,30,B,25
12,454,1,31,B,30
13,454,2,33,B,31
14,454,5,13,S,33
15,454,4,17,B,13
16,454,3,18,S,17
17,454,4,22,B,18
18,454,4,26,B,22
19,454,6,46,L,26
20,454,2,48,B,46
21,454,2,50,B,48
22,454,2,28,S,50
23,454,5,33,B,28
24,454,5,13,S,33
25,454,1,14,B,13
26,454,1,15,B,14
27,454,3,18,B,15
28,454,3,48,L,18
29,454,5,53,B,48
30,454,6,83,L,53
31,454,2,85,B,83
32,454,4,96,L,85
33,454,6,100,B,96
0,455,5,5,B,0
1,455,1,4,S,5
2,455,3,7,B,4
3,455,3,7,S,7
4,455,1,8,B,7
5,455,4,12,B,8
6,455,2,14,B,12
7,455,5,53,L,14
8,455,4,57,B,53
9,455,5,62,B,57
10,455,1,63,B,62
11,455,1,64,B,63
12,455,2,71,L,64
13,455,2,73,B,71
14,455,3,76,B,73
15,455,1,77,B,76
16,455,6,83,B,77
17,455,1,84,B,83
18,455,4,88,B,84
19,455,2,90,B,88
20,455,5,95,B,90
21,455,3,75,S,95
22,455,1,76,B,75
23,455,2,78,B,76
24,455,2,80,B,78
25,455,5,85,B,80
26,455,2,87,B,85
27,455,4,91,B,87
28,455,2,93,B,91
29,455,2,95,B,93
30,455,1,96,B,95
31,455,6,100,B,96
0,456,4,4,B,0
1,456,2,4,S,4
2,456,6,7,S,4
3,456,6,13,B,7
4,456,6,53,L,13
5,456,6,83,L,53
6,456,2,85,B,83
7,456,6,91,B,85
8,456,1,92,B,91
9,456,1,93,B,92
10,456,1,95,L,93
11,456,5,100,B,95
0,457,4,4,B,0
1,457,6,7,S,4
2,457,4,11,B,7
3,457,4,15,B,11
4,457,3,18,B,15
5,457,5,23,B,18
6,457,2,25,B,23
7,457,5,30,B,25
8,457,4,34,B,30
9,457,5,39,B,34
10,457,4,50,L,39
11,457,4,54,B,50
12,457,6,60,B,54
13,457,5,65,B,60
14,457,2,67,B,65
15,457,2,69,B,67
16,457,4,73,B,69
17,457,4,77,B,73
18,457,4,81,B,77
19,457,3,84,B,81
20,457,5,96,L,84
21,457,3,99,B,96
22,457,4,100,B,99
0,458,1,1,B,0
1,458,3,4,B,1
2,458,6,7,S,4
3,458,3,7,S,7
4,458,3,7,S,7
5,458,2,9,B,7
6,458,5,14,B,9
7,458,1,15,B,14
8,458,6,48,L,15
9,458,1,49,B,48
10,458,5,54,B,49
11,458,6,60,B,54
12,458,4,64,B,60
13,458,1,65,B,64
14,458,3,65,S,65
15,458,5,70,B,65
16,458,2,72,B,70
17,458,5,77,B,72
18,458,6,83,B,77
19,458,3,86,B,83
20,458,5,91,B,86
21,458,4,95,B,91
22,458,3,75,S,95
23,458,4,90,L,75
24,458,3,93,B,90
25,458,2,95,B,93
26,458,1,96,B,95
27,458,6,100,B,96
0,459,4,4,B,0
1,459,5,9,B,4
2,459,3,12,B,9
3,459,4,16,B,12
4,459,6,22,B,16
5,459,5,27,B,22
6,459,6,33,B,27
7,459,2,35,B,33
8,459,6,41,B,35
9,459,1,42,B,41
10,459,6,48,B,42
11,459,2,50,B,48
12,459,6,56,B,50
13,459,4,60,B,56
14,459,3,63,B,60
15,459,4,67,B,63
16,459,5,72,B,67
17,459,6,78,B,72
18,459,2,80,B,78
19,459,2,45,S,80
20,459,5,50,B,45
21,459,5,55,B,50
22,459,3,58,B,55
23,459,4,62,B,58
24,459,4,71,L,62
25,459,3,51,S,71
26,459,1,28,S,51
27,459,2,30,B,28
28,459,1,31,B,30
29,459,4,35,B,31
30,459,4,39,B,35
31,459,5,8,S,39
32,459,1,9,B,8
33,459,2,11,B,9
34,459,6,17,B,11
35,459,2,53,L,17
36,459,2,55,B,53
37,459,1,56,B,55
38,459,6,62,B,56
39,459,4,71,L,62
40,459,3,51,S,71
41,459,2,53,B,51
42,459,1,54,B,53
43,459,5,83,L,54
44,459,5,88,B,83
45,459,2,90,B,88
46,459,5,95,B,90
47,459,4,99,B,95
48,459,4,100,B,99
0,460,6,4,S,0
1,460,4,8,B,4
2,460,6,14,B,8
3,460,1,15,B,14
4,460,1,16,B,15
5,460,1,17,B,16
6,460,3,18,S,17
7,460,5,23,B,18
8,460,4,27,B,23
9,460,2,29,B,27
10,460,6,35,B,29
11,460,3,13,S,35
12,460,5,18,B,13
13,460,3,48,L,18
14,460,1,49,B,48
15,460,3,28,S,49
16,460,5,33,B,28
17,460,1,34,B,33
18,460,6,40,B,34
19,460,1,41,B,40
20,460,6,47,B,41
21,460,5,28,S,47
22,460,1,29,B,28
