,n,die,end,kind,start
0,0,4,4,B,0
1,0,3,7,B,4
2,0,6,13,B,7
3,0,6,53,L,13
4,0,2,55,B,53
5,0,6,61,B,55
6,0,1,62,B,61
7,0,1,63,B,62
8,0,4,67,B,63
9,0,5,72,B,67
10,0,5,77,B,72
11,0,4,81,B,77
12,0,1,45,S,81
13,0,3,48,B,45
14,0,6,54,B,48
15,0,2,56,B,54
16,0,1,57,B,56
17,0,2,83,L,57
18,0,4,87,B,83
19,0,4,91,B,87
20,0,1,92,B,91
21,0,1,93,B,92
22,0,6,99,B,93
23,0,6,100,B,99
0,1,1,1,B,0
1,1,6,7,B,1
2,1,1,8,B,7
3,1,3,11,B,8
4,1,6,17,B,11
5,1,1,18,B,17
6,1,4,22,B,18
7,1,1,23,B,22
8,1,5,28,B,23
9,1,5,33,B,28
10,1,6,39,B,33
11,1,4,50,L,39
12,1,4,54,B,50
13,1,5,83,L,54
14,1,2,85,B,83
15,1,2,87,B,85
16,1,1,88,B,87
17,1,3,91,B,88
18,1,2,93,B,91
19,1,5,75,S,93
20,1,3,78,B,75
21,1,3,81,B,78
22,1,4,85,B,81
23,1,5,90,B,85
24,1,3,93,B,90
25,1,6,99,B,93
26,1,1,100,B,99
0,2,4,4,B,0
1,2,4,8,B,4
2,2,2,7,S,8
3,2,5,12,B,7
4,2,5,17,B,12
5,2,4,48,L,17
6,2,6,54,B,48
7,2,3,57,B,54
8,2,3,60,B,57
9,2,3,63,B,60
10,2,3,71,L,63
11,2,5,76,B,71
12,2,1,77,B,76
13,2,5,45,S,77
14,2,1,46,B,45
15,2,4,50,B,46
16,2,3,53,B,50
17,2,1,54,B,53
18,2,2,56,B,54
19,2,3,83,L,56
20,2,2,85,B,83
21,2,5,90,B,85
22,2,4,95,L,90
23,2,4,99,B,95
24,2,3,100,B,99
0,3,1,1,B,0
1,3,4,5,B,1
2,3,6,11,B,5
3,3,5,16,B,11
4,3,1,17,B,16
5,3,2,53,L,17
6,3,4,57,B,53
7,3,6,63,B,57
8,3,3,71,L,63
9,3,6,77,B,71
10,3,1,78,B,77
11,3,1,90,L,78
12,3,4,95,L,90
13,3,6,100,B,95
0,4,2,25,L,0
1,4,1,26,B,25
2,4,6,46,L,26
3,4,5,51,B,46
4,4,5,56,B,51
5,4,6,62,B,56
6,4,2,64,B,62
7,4,5,69,B,64
8,4,6,75,B,69
9,4,1,76,B,75
10,4,2,78,B,76
11,4,6,84,B,78
12,4,3,87,B,84
13,4,4,91,B,87
14,4,3,95,L,91
15,4,5,100,B,95
0,5,3,3,B,0
1,5,4,7,B,3
2,5,2,9,B,7
3,5,1,7,S,9
4,5,4,11,B,7
5,5,1,12,B,11
6,5,3,15,B,12
7,5,3,18,B,15
8,5,3,48,L,18
9,5,2,50,B,48
10,5,5,55,B,50
11,5,2,57,B,55
12,5,1,58,B,57
13,5,5,63,B,58
14,5,5,65,S,63
15,5,3,65,S,65
16,5,2,67,B,65
17,5,2,69,B,67
18,5,2,71,B,69
19,5,2,73,B,71
20,5,6,90,L,73
21,5,6,96,B,90
22,5,3,99,B,96
23,5,3,100,B,99
0,6,6,4,S,0
1,6,5,9,B,4
2,6,5,14,B,9
3,6,3,17,B,14
4,6,3,18,S,17
5,6,2,18,S,18
6,6,5,23,B,18
7,6,2,25,B,23
8,6,1,26,B,25
9,6,6,46,L,26
10,6,6,28,S,46
11,6,1,29,B,28
12,6,1,30,B,29
13,6,4,34,B,30
14,6,5,39,B,34
15,6,2,41,B,39
16,6,1,42,B,41
17,6,1,50,L,42
18,6,1,51,B,50
19,6,5,56,B,51
20,6,4,60,B,56
21,6,3,63,B,60
22,6,1,64,B,63
23,6,3,67,B,64
24,6,2,69,B,67
25,6,5,51,S,69
26,6,4,55,B,51
27,6,1,56,B,55
28,6,3,83,L,56
29,6,5,88,B,83
30,6,5,93,B,88
31,6,2,95,B,93
32,6,6,100,B,95
0,7,2,25,L,0
1,7,5,30,B,25
2,7,3,33,B,30
3,7,4,37,B,33
4,7,6,50,L,37
5,7,3,53,B,50
6,7,2,55,B,53
7,7,4,83,L,55
8,7,4,87,B,83
9,7,4,91,B,87
10,7,1,92,B,91
11,7,4,96,B,92
12,7,5,100,B,96
0,8,3,3,B,0
1,8,2,5,B,3
2,8,3,8,B,5
3,8,2,7,S,8
4,8,4,11,B,7
5,8,4,15,B,11
6,8,6,48,L,15
7,8,6,54,B,48
8,8,4,58,B,54
9,8,5,63,B,58
10,8,1,64,B,63
11,8,1,65,B,64
12,8,3,65,S,65
13,8,1,71,L,65
14,8,2,73,B,71
15,8,5,78,B,73
16,8,5,83,B,78
17,8,3,86,B,83
18,8,2,88,B,86
19,8,4,92,B,88
20,8,6,75,S,92
21,8,6,81,B,75
22,8,5,86,B,81
23,8,6,92,B,86
24,8,5,97,B,92
25,8,5,100,B,97
0,9,4,4,B,0
1,9,4,8,B,4
2,9,4,12,B,8
3,9,1,13,B,12
4,9,6,53,L,13
5,9,5,58,B,53
6,9,1,83,L,58
7,9,3,86,B,83
8,9,1,87,B,86
9,9,2,96,L,87
10,9,5,100,B,96
0,10,2,25,L,0
1,10,5,30,B,25
2,10,6,36,B,30
3,10,1,37,B,36
4,10,3,40,B,37
5,10,6,46,B,40
6,10,6,28,S,46
7,10,1,29,B,28
8,10,4,33,B,29
9,10,6,39,B,33
10,10,3,42,B,39
11,10,3,45,B,42
12,10,5,50,B,45
13,10,5,55,B,50
14,10,3,58,B,55
15,10,6,64,B,58
16,10,6,70,B,64
17,10,6,76,B,70
18,10,5,81,B,76
19,10,1,45,S,81
20,10,2,47,B,45
21,10,2,49,B,47
22,10,4,53,B,49
23,10,4,57,B,53
24,10,6,63,B,57
25,10,2,65,B,63
26,10,5,70,B,65
27,10,1,71,B,70
28,10,3,51,S,71
29,10,3,54,B,51
30,10,6,60,B,54
31,10,6,71,L,60
32,10,6,77,B,71
33,10,3,80,B,77
34,10,5,85,B,80
35,10,4,96,L,85
36,10,5,100,B,96
0,11,6,4,S,0
1,11,4,8,B,4
2,11,6,14,B,8
3,11,5,53,L,14
4,11,5,58,B,53
5,11,4,62,B,58
6,11,6,65,S,62
7,11,4,69,B,65
8,11,2,71,B,69
9,11,2,73,B,71
10,11,5,78,B,73
11,11,1,90,L,78
12,11,6,96,B,90
13,11,1,97,B,96
14,11,6,100,B,97
0,12,2,25,L,0
1,12,5,30,B,25
2,12,4,34,B,30
3,12,5,39,B,34
4,12,4,50,L,39
5,12,5,55,B,50
6,12,5,60,B,55
7,12,5,65,B,60
8,12,2,67,B,65
9,12,1,65,S,67
10,12,4,69,B,65
11,12,2,71,B,69
12,12,2,73,B,71
13,12,2,75,B,73
14,12,6,81,B,75
15,12,4,85,B,81
16,12,3,88,B,85
17,12,5,93,B,88
18,12,4,97,B,93
19,12,4,100,B,97
0,13,2,25,L,0
1,13,2,27,B,25
2,13,2,29,B,27
3,13,2,31,B,29
4,13,1,46,L,31
5,13,4,50,B,46
6,13,2,28,S,50
7,13,3,31,B,28
8,13,1,46,L,31
9,13,1,47,B,46
10,13,2,49,B,47
11,13,1,50,B,49
12,13,5,55,B,50
13,13,6,61,B,55
14,13,4,65,B,61
15,13,1,71,L,65
16,13,6,77,B,71
17,13,2,90,L,77
18,13,5,95,B,90
19,13,6,100,B,95
0,14,2,25,L,0
1,14,5,30,B,25
2,14,2,46,L,30
3,14,6,28,S,46
4,14,6,34,B,28
5,14,3,37,B,34
6,14,4,41,B,37
7,14,1,42,B,41
8,14,2,8,S,42
9,14,5,13,B,8
10,14,3,16,B,13
11,14,3,53,L,16
12,14,1,54,B,53
13,14,1,55,B,54
14,14,3,58,B,55
15,14,3,61,B,58
16,14,3,64,B,61
17,14,4,65,S,64
18,14,3,65,S,65
19,14,3,65,S,65
20,14,5,70,B,65
21,14,4,51,S,70
22,14,4,55,B,51
23,14,4,83,L,55
24,14,4,87,B,83
25,14,5,92,B,87
26,14,2,95,L,92
27,14,3,75,S,95
28,14,4,90,L,75
29,14,6,96,B,90
30,14,4,100,B,96
0,15,1,1,B,0
1,15,1,25,L,1
2,15,5,30,B,25
3,15,1,31,B,30
4,15,5,36,B,31
5,15,3,39,B,36
6,15,1,40,B,39
7,15,4,8,S,40
8,15,1,9,B,8
9,15,5,14,B,9
10,15,1,15,B,14
11,15,2,17,B,15
12,15,5,22,B,17
13,15,5,27,B,22
14,15,4,31,B,27
15,15,1,46,L,31
16,15,5,51,B,46
17,15,4,55,B,51
18,15,3,58,B,55
19,15,2,60,B,58
20,15,2,62,B,60
21,15,5,67,B,62
22,15,6,73,B,67
23,15,3,76,B,73
24,15,1,77,B,76
25,15,5,45,S,77
26,15,1,46,B,45
27,15,2,48,B,46
28,15,1,49,B,48
29,15,6,55,B,49
30,15,3,58,B,55
31,15,3,61,B,58
32,15,6,67,B,61
33,15,3,70,B,67
34,15,6,76,B,70
35,15,3,90,L,76
36,15,6,96,B,90
37,15,3,99,B,96
38,15,6,100,B,99
0,16,6,4,S,0
1,16,4,8,B,4
2,16,2,7,S,8
3,16,3,7,S,7
4,16,1,8,B,7
5,16,4,12,B,8
6,16,1,13,B,12
7,16,3,16,B,13
8,16,2,18,B,16
9,16,1,53,L,18
10,16,4,57,B,53
11,16,1,58,B,57
12,16,2,60,B,58
13,16,6,71,L,60
14,16,5,76,B,71
15,16,5,81,B,76
16,16,4,85,B,81
17,16,1,86,B,85
18,16,5,91,B,86
19,16,2,93,B,91
20,16,2,95,B,93
21,16,3,75,S,95
22,16,6,81,B,75
23,16,3,84,B,81
24,16,2,86,B,84
25,16,4,90,B,86
26,16,5,95,B,90
27,16,5,100,B,95
0,17,4,4,B,0
1,17,6,7,S,4
2,17,3,7,S,7
3,17,3,7,S,7
4,17,4,11,B,7
5,17,4,15,B,11
6,17,1,16,B,15
7,17,2,18,B,16
8,17,3,48,L,18
9,17,1,49,B,48
10,17,3,28,S,49
11,17,2,30,B,28
12,17,4,34,B,30
13,17,5,39,B,34
14,17,2,41,B,39
15,17,4,45,B,41
16,17,5,50,B,45
17,17,5,55,B,50
18,17,2,57,B,55
19,17,4,61,B,57
20,17,2,63,B,61
21,17,5,65,S,63
22,17,1,71,L,65
23,17,6,77,B,71
24,17,3,80,B,77
25,17,2,45,S,80
26,17,6,51,B,45
27,17,1,28,S,51
28,17,2,30,B,28
29,17,4,34,B,30
30,17,2,36,B,34
31,17,4,40,B,36
32,17,4,8,S,40
33,17,6,14,B,8
34,17,3,17,B,14
35,17,2,53,L,17
36,17,1,54,B,53
37,17,5,83,L,54
38,17,6,96,L,83
39,17,5,100,B,96
0,18,3,3,B,0
1,18,5,8,B,3
2,18,6,14,B,8
3,18,3,17,B,14
4,18,3,18,S,17
5,18,5,23,B,18
6,18,5,28,B,23
7,18,2,30,B,28
8,18,6,36,B,30
9,18,4,40,B,36
10,18,3,50,L,40
11,18,2,28,S,50
12,18,1,29,B,28
13,18,2,31,B,29
14,18,5,36,B,31
15,18,2,13,S,36
16,18,1,14,B,13
17,18,6,18,S,14
18,18,5,23,B,18
19,18,2,25,B,23
20,18,5,30,B,25
21,18,3,33,B,30
22,18,3,36,B,33
23,18,1,37,B,36
24,18,1,13,S,37
25,18,4,17,B,13
26,18,5,22,B,17
27,18,5,27,B,22
28,18,6,33,B,27
29,18,5,13,S,33
30,18,3,16,B,13
31,18,5,48,L,16
32,18,6,54,B,48
33,18,1,55,B,54
34,18,2,57,B,55
35,18,3,60,B,57
36,18,4,64,B,60
37,18,3,67,B,64
38,18,1,65,S,67
39,18,1,71,L,65
40,18,4,75,B,71
41,18,1,76,B,75
42,18,1,77,B,76
43,18,6,83,B,77
44,18,4,87,B,83
45,18,2,96,L,87
46,18,6,100,B,96
0,19,5,5,B,0
1,19,4,9,B,5
2,19,6,15,B,9
3,19,2,17,B,15
4,19,5,22,B,17
5,19,3,25,B,22
6,19,5,30,B,25
7,19,5,35,B,30
8,19,1,36,B,35
9,19,1,37,B,36
10,19,6,50,L,37
11,19,2,28,S,50
12,19,6,34,B,28
13,19,6,40,B,34
14,19,6,46,B,40
15,19,1,47,B,46
16,19,5,28,S,47
17,19,2,30,B,28
18,19,4,34,B,30
19,19,6,40,B,34
20,19,3,50,L,40
21,19,4,54,B,50
22,19,3,57,B,54
23,19,3,60,B,57
24,19,1,61,B,60
25,19,3,64,B,61
26,19,6,70,B,64
27,19,2,72,B,70
28,19,4,76,B,72
29,19,5,81,B,76
30,19,6,87,B,81
31,19,5,92,B,87
32,19,5,97,B,92
33,19,4,100,B,97
0,20,6,4,S,0
1,20,4,8,B,4
2,20,4,12,B,8
3,20,5,17,B,12
4,20,2,53,L,17
5,20,2,55,B,53
6,20,6,61,B,55
7,20,6,67,B,61
8,20,1,65,S,67
9,20,1,71,L,65
10,20,2,73,B,71
11,20,1,51,S,73
12,20,6,57,B,51
13,20,4,61,B,57
14,20,1,62,B,61
15,20,5,67,B,62
16,20,6,73,B,67
17,20,6,90,L,73
18,20,2,92,B,90
19,20,5,97,B,92
20,20,5,100,B,97
0,21,4,4,B,0
1,21,1,5,B,4
2,21,3,8,B,5
3,21,4,12,B,8
4,21,2,14,B,12
5,21,2,16,B,14
6,21,4,18,S,16
7,21,1,53,L,18
8,21,5,58,B,53
9,21,3,61,B,58
10,21,5,71,L,61
11,21,2,73,B,71
12,21,6,90,L,73
13,21,3,93,B,90
14,21,3,96,B,93
15,21,5,100,B,96
0,22,6,4,S,0
1,22,4,8,B,4
2,22,1,9,B,8
3,22,4,13,B,9
4,22,2,15,B,13
5,22,4,53,L,15
6,22,4,57,B,53
7,22,1,58,B,57
8,22,2,60,B,58
9,22,3,63,B,60
10,22,1,64,B,63
11,22,6,70,B,64
12,22,5,75,B,70
13,22,1,76,B,75
14,22,2,78,B,76
15,22,2,80,B,78
16,22,2,45,S,80
17,22,3,48,B,45
18,22,4,28,S,48
19,22,3,31,B,28
20,22,2,33,B,31
21,22,4,37,B,33
22,22,6,50,L,37
23,22,4,54,B,50
24,22,4,58,B,54
25,22,4,62,B,58
26,22,6,65,S,62
27,22,2,67,B,65
28,22,2,69,B,67
29,22,6,75,B,69
30,22,6,81,B,75
31,22,2,83,B,81
32,22,3,86,B,83
33,22,2,88,B,86
34,22,6,95,L,88
35,22,4,99,B,95
36,22,2,100,B,99
0,23,4,4,B,0
1,23,1,5,B,4
2,23,1,4,S,5
3,23,2,4,S,4
4,23,4,8,B,4
5,23,4,12,B,8
6,23,1,13,B,12
7,23,1,14,B,13
8,23,3,17,B,14
9,23,3,18,S,17
10,23,1,53,L,18
11,23,1,54,B,53
12,23,4,58,B,54
13,23,6,64,B,58
14,23,2,71,L,64
15,23,2,73,B,71
16,23,6,90,L,73
17,23,1,91,B,90
18,23,2,93,B,91
19,23,6,99,B,93
20,23,3,100,B,99
0,24,3,3,B,0
1,24,5,8,B,3
2,24,3,11,B,8
3,24,3,14,B,11
4,24,1,15,B,14
5,24,5,18,S,15
6,24,4,22,B,18
7,24,5,27,B,22
8,24,1,28,B,27
9,24,6,34,B,28
10,24,5,39,B,34
11,24,5,8,S,39
12,24,6,14,B,8
13,24,4,18,B,14
14,24,5,23,B,18
15,24,3,26,B,23
16,24,5,31,B,26
17,24,2,33,B,31
18,24,3,36,B,33
19,24,6,42,B,36
20,24,4,46,B,42
21,24,6,28,S,46
22,24,4,46,L,28
23,24,4,50,B,46
24,24,3,53,B,50
25,24,1,54,B,53
26,24,3,57,B,54
27,24,4,61,B,57
28,24,6,67,B,61
29,24,2,69,B,67
30,24,4,73,B,69
31,24,2,75,B,73
32,24,4,90,L,75
33,24,2,92,B,90
34,24,5,97,B,92
35,24,2,99,B,97
36,24,2,100,B,99
0,25,3,3,B,0
1,25,2,5,B,3
2,25,1,4,S,5
3,25,3,7,B,4
4,25,6,13,B,7
5,25,3,16,B,13
6,25,1,17,B,16
7,25,3,18,S,17
8,25,6,24,B,18
9,25,6,30,B,24
10,25,4,34,B,30
11,25,6,40,B,34
12,25,3,50,L,40
13,25,6,56,B,50
14,25,5,61,B,56
15,25,4,65,B,61
16,25,4,69,B,65
17,25,6,75,B,69
18,25,1,76,B,75
19,25,4,80,B,76
20,25,1,81,B,80
21,25,4,85,B,81
22,25,1,86,B,85
23,25,1,87,B,86
24,25,6,93,B,87
25,25,3,96,B,93
26,25,1,97,B,96
27,25,6,100,B,97
0,26,2,25,L,0
1,26,4,29,B,25
2,26,3,46,L,29
3,26,6,28,S,46
4,26,2,30,B,28
5,26,4,34,B,30
6,26,6,40,B,34
7,26,5,45,B,40
8,26,4,49,B,45
9,26,2,51,B,49
10,26,1,28,S,51
11,26,3,31,B,28
12,26,3,34,B,31
13,26,3,37,B,34
14,26,6,50,L,37
15,26,2,28,S,50
16,26,6,34,B,28
17,26,3,37,B,34
18,26,3,40,B,37
19,26,5,45,B,40
20,26,5,50,B,45
21,26,4,54,B,50
22,26,3,57,B,54
23,26,6,63,B,57
24,26,6,69,B,63
25,26,6,75,B,69
26,26,2,77,B,75
27,26,2,90,L,77
28,26,3,93,B,90
29,26,2,95,B,93
30,26,3,75,S,95
31,26,4,90,L,75
32,26,2,92,B,90
33,26,5,97,B,92
34,26,1,75,S,97
35,26,6,81,B,75
36,26,3,84,B,81
37,26,3,87,B,84
38,26,5,92,B,87
39,26,5,97,B,92
40,26,1,75,S,97
41,26,6,81,B,75
42,26,1,45,S,81
43,26,3,48,B,45
44,26,6,54,B,48
45,26,5,83,L,54
46,26,5,88,B,83
47,26,3,91,B,88
48,26,4,95,B,91
49,26,1,96,B,95
50,26,2,75,S,96
51,26,1,76,B,75
52,26,3,90,L,76
53,26,3,93,B,90
54,26,1,95,L,93
55,26,5,100,B,95
0,27,5,5,B,0
1,27,5,7,S,5
2,27,5,12,B,7
3,27,6,18,B,12
4,27,4,22,B,18
5,27,2,24,B,22
6,27,6,30,B,24
7,27,1,31,B,30
8,27,6,37,B,31
9,27,2,39,B,37
10,27,1,40,B,39
11,27,5,45,B,40
12,27,4,49,B,45
13,27,5,54,B,49
14,27,4,58,B,54
15,27,5,63,B,58
16,27,3,71,L,63
17,27,2,73,B,71
18,27,1,51,S,73
19,27,3,54,B,51
20,27,4,58,B,54
21,27,2,60,B,58
22,27,3,63,B,60
23,27,2,65,B,63
24,27,3,65,S,65
25,27,1,71,L,65
26,27,2,73,B,71
27,27,3,76,B,73
28,27,5,81,B,76
29,27,2,83,B,81
30,27,1,84,B,83
31,27,5,96,L,84
32,27,1,97,B,96
33,27,4,100,B,97
0,28,2,25,L,0
1,28,6,31,B,25
2,28,3,34,B,31
3,28,1,35,B,34
4,28,6,41,B,35
5,28,5,46,B,41
6,28,5,51,B,46
7,28,3,54,B,51
8,28,6,60,B,54
9,28,6,71,L,60
10,28,2,73,B,71
11,28,6,90,L,73
12,28,5,95,B,90
13,28,1,96,B,95
14,28,3,99,B,96
15,28,3,100,B,99
0,29,1,1,B,0
1,29,1,25,L,1
2,29,4,29,B,25
3,29,3,46,L,29
4,29,3,49,B,46
5,29,3,28,S,49
6,29,1,29,B,28
7,29,4,33,B,29
8,29,3,36,B,33
9,29,6,42,B,36
10,29,3,45,B,42
11,29,5,50,B,45
12,29,6,56,B,50
13,29,6,62,B,56
14,29,3,65,B,62
15,29,1,71,L,65
16,29,1,72,B,71
17,29,6,78,B,72
18,29,5,83,B,78
19,29,1,84,B,83
20,29,5,96,L,84
21,29,2,75,S,96
22,29,6,81,B,75
23,29,2,83,B,81
24,29,2,85,B,83
25,29,4,96,L,85
26,29,1,97,B,96
27,29,1,75,S,97
28,29,3,78,B,75
29,29,5,83,B,78
30,29,1,84,B,83
31,29,2,86,B,84
32,29,1,87,B,86
33,29,3,90,B,87
34,29,3,93,B,90
35,29,1,95,L,93
36,29,1,96,B,95
37,29,3,99,B,96
38,29,4,100,B,99
0,30,4,4,B,0
1,30,6,7,S,4
2,30,2,9,B,7
3,30,1,7,S,9
4,30,1,8,B,7
5,30,2,7,S,8
6,30,6,13,B,7
7,30,6,53,L,13
8,30,3,56,B,53
9,30,2,58,B,56
10,30,2,60,B,58
11,30,4,64,B,60
12,30,3,67,B,64
13,30,6,73,B,67
14,30,4,77,B,73
15,30,2,90,L,77
16,30,6,96,B,90
17,30,6,100,B,96
0,31,4,4,B,0
1,31,3,7,B,4
2,31,6,13,B,7
3,31,1,14,B,13
4,31,2,16,B,14
5,31,3,53,L,16
6,31,5,58,B,53
7,31,3,61,B,58
8,31,1,62,B,61
9,31,6,65,S,62
10,31,1,71,L,65
11,31,2,73,B,71
12,31,6,90,L,73
13,31,6,96,B,90
14,31,3,99,B,96
15,31,2,100,B,99
0,32,5,5,B,0
1,32,3,8,B,5
2,32,4,12,B,8
3,32,5,17,B,12
4,32,1,18,B,17
5,32,5,23,B,18
6,32,1,24,B,23
7,32,1,25,B,24
8,32,3,28,B,25
9,32,3,31,B,28
10,32,5,36,B,31
11,32,4,40,B,36
12,32,1,41,B,40
13,32,1,42,B,41
14,32,6,48,B,42
15,32,2,50,B,48
16,32,6,56,B,50
17,32,1,57,B,56
18,32,1,58,B,57
19,32,2,60,B,58
20,32,4,64,B,60
21,32,5,69,B,64
22,32,5,51,S,69
23,32,4,55,B,51
24,32,2,57,B,55
25,32,2,83,L,57
26,32,2,85,B,83
27,32,6,91,B,85
28,32,5,96,B,91
29,32,4,100,B,96
0,33,4,4,B,0
1,33,1,5,B,4
2,33,4,9,B,5
3,33,1,7,S,9
4,33,3,7,S,7
5,33,1,8,B,7
6,33,6,14,B,8
7,33,5,53,L,14
8,33,1,54,B,53
9,33,4,58,B,54
10,33,4,62,B,58
11,33,6,65,S,62
12,33,6,71,B,65
13,33,6,77,B,71
14,33,5,45,S,77
15,33,6,51,B,45
16,33,6,57,B,51
17,33,2,83,L,57
18,33,4,87,B,83
19,33,2,96,L,87
20,33,6,100,B,96
0,34,4,4,B,0
1,34,4,8,B,4
2,34,5,13,B,8
3,34,5,18,B,13
4,34,6,24,B,18
5,34,2,26,B,24
6,34,4,30,B,26
7,34,3,33,B,30
8,34,3,36,B,33
9,34,4,40,B,36
10,34,1,41,B,40
11,34,6,47,B,41
12,34,4,51,B,47
13,34,4,55,B,51
14,34,1,56,B,55
15,34,6,62,B,56
16,34,4,71,L,62
17,34,1,72,B,71
18,34,4,76,B,72
19,34,2,78,B,76
20,34,2,80,B,78
21,34,4,84,B,80
22,34,6,90,B,84
23,34,2,92,B,90
24,34,1,93,B,92
25,34,3,96,B,93
26,34,6,100,B,96
0,35,2,25,L,0
1,35,2,27,B,25
2,35,1,28,B,27
3,35,4,46,L,28
4,35,1,47,B,46
5,35,1,48,B,47
6,35,5,53,B,48
7,35,2,55,B,53
8,35,2,57,B,55
9,35,4,61,B,57
10,35,1,62,B,61
11,35,1,63,B,62
12,35,4,67,B,63
13,35,4,71,B,67
14,35,6,77,B,71
15,35,4,81,B,77
16,35,5,86,B,81
17,35,5,91,B,86
18,35,1,92,B,91
19,35,1,93,B,92
20,35,3,96,B,93
21,35,6,100,B,96
0,36,3,3,B,0
1,36,1,4,B,3
2,36,2,4,S,4
3,36,1,5,B,4
4,36,3,8,B,5
5,36,2,7,S,8
6,36,4,11,B,7
7,36,5,16,B,11
8,36,4,18,S,16
9,36,6,24,B,18
10,36,6,30,B,24
11,36,3,33,B,30
12,36,2,35,B,33
13,36,2,37,B,35
14,36,4,41,B,37
15,36,2,50,L,41
16,36,5,55,B,50
17,36,4,83,L,55
18,36,6,96,L,83
19,36,3,99,B,96
20,36,2,100,B,99
0,37,3,3,B,0
1,37,1,4,B,3
2,37,4,8,B,4
3,37,1,9,B,8
4,37,3,12,B,9
5,37,6,18,B,12
6,37,5,23,B,18
7,37,5,28,B,23
8,37,2,30,B,28
9,37,6,36,B,30
10,37,5,41,B,36
11,37,6,47,B,41
12,37,4,51,B,47
13,37,4,55,B,51
14,37,4,83,L,55
15,37,1,84,B,83
16,37,6,90,B,84
17,37,2,92,B,90
18,37,2,95,L,92
19,37,2,97,B,95
20,37,4,100,B,97
0,38,4,4,B,0
1,38,5,9,B,4
2,38,5,14,B,9
3,38,6,18,S,14
4,38,2,18,S,18
5,38,3,48,L,18
6,38,2,50,B,48
7,38,4,54,B,50
8,38,1,55,B,54
9,38,3,58,B,55
10,38,6,64,B,58
11,38,2,71,L,64
12,38,1,72,B,71
13,38,3,75,B,72
14,38,5,80,B,75
15,38,1,81,B,80
16,38,6,87,B,81
17,38,1,88,B,87
18,38,5,93,B,88
19,38,4,97,B,93
20,38,1,75,S,97
21,38,4,90,L,75
22,38,6,96,B,90
23,38,3,99,B,96
24,38,4,100,B,99
0,39,3,3,B,0
1,39,4,7,B,3
2,39,1,8,B,7
3,39,5,13,B,8
4,39,2,15,B,13
5,39,6,48,L,15
6,39,6,54,B,48
7,39,6,60,B,54
8,39,1,61,B,60
9,39,1,62,B,61
10,39,3,65,B,62
11,39,6,71,B,65
12,39,3,51,S,71
13,39,1,28,S,51
14,39,1,29,B,28
15,39,6,35,B,29
16,39,2,37,B,35
17,39,6,50,L,37
18,39,4,54,B,50
19,39,3,57,B,54
20,39,2,83,L,57
21,39,1,84,B,83
22,39,4,88,B,84
23,39,3,91,B,88
24,39,5,96,B,91
25,39,3,99,B,96
26,39,3,100,B,99
0,40,5,5,B,0
1,40,3,8,B,5
2,40,2,7,S,8
3,40,2,9,B,7
4,40,2,11,B,9
5,40,2,13,B,11
6,40,3,16,B,13
7,40,2,18,B,16
8,40,5,23,B,18
9,40,2,25,B,23
10,40,6,31,B,25
11,40,2,33,B,31
12,40,5,13,S,33
13,40,6,53,L,13
14,40,4,57,B,53
15,40,4,61,B,57
16,40,4,65,B,61
17,40,2,67,B,65
18,40,6,73,B,67
19,40,5,78,B,73
20,40,5,83,B,78
21,40,1,84,B,83
22,40,3,87,B,84
23,40,3,90,B,87
24,40,3,93,B,90
25,40,4,97,B,93
26,40,1,75,S,97
27,40,2,77,B,75
28,40,1,78,B,77
29,40,6,84,B,78
30,40,1,85,B,84
31,40,1,86,B,85
32,40,1,87,B,86
33,40,4,91,B,87
34,40,2,93,B,91
35,40,6,99,B,93
36,40,1,100,B,99
0,41,3,3,B,0
1,41,6,9,B,3
2,41,2,11,B,9
3,41,2,13,B,11
4,41,3,16,B,13
5,41,1,17,B,16
6,41,3,18,S,17
7,41,5,23,B,18
8,41,1,24,B,23
9,41,2,26,B,24
10,41,6,46,L,26
11,41,3,49,B,46
12,41,2,51,B,49
13,41,1,28,S,51
14,41,5,33,B,28
15,41,3,36,B,33
16,41,6,42,B,36
17,41,3,45,B,42
18,41,3,48,B,45
19,41,6,54,B,48
20,41,6,60,B,54
21,41,4,64,B,60
22,41,5,69,B,64
23,41,2,71,B,69
24,41,6,77,B,71
25,41,1,78,B,77
26,41,5,83,B,78
27,41,6,96,L,83
28,41,5,100,B,96
0,42,6,4,S,0
1,42,4,8,B,4
2,42,5,13,B,8
3,42,4,17,B,13
4,42,6,23,B,17
5,42,2,25,B,23
6,42,4,29,B,25
7,42,1,30,B,29
8,42,1,31,B,30
9,42,3,34,B,31
10,42,5,39,B,34
11,42,3,42,B,39
12,42,4,46,B,42
13,42,6,28,S,46
14,42,4,46,L,28
15,42,1,47,B,46
16,42,1,48,B,47
17,42,2,50,B,48
18,42,1,51,B,50
19,42,6,57,B,51
20,42,6,63,B,57
21,42,5,65,S,63
22,42,2,67,B,65
23,42,5,72,B,67
24,42,1,73,B,72
25,42,5,78,B,73
26,42,3,81,B,78
27,42,5,86,B,81
28,42,5,91,B,86
29,42,1,92,B,91
30,42,1,93,B,92
31,42,5,75,S,93
32,42,6,81,B,75
33,42,1,45,S,81
34,42,3,48,B,45
35,42,2,50,B,48
36,42,6,56,B,50
37,42,6,62,B,56
38,42,2,64,B,62
39,42,5,69,B,64
40,42,6,75,B,69
41,42,2,77,B,75
